survey_key,date,length,area,mac_plast_w,mic_plas_w,total_w,est_weight,num_parts_staff,num_parts_other,time_minutes,participants,project,is_2020,location,loc_date,water_name_slug,river_bassin,survey area
limmat_zurich_mortensena_meiera2020-06-1221,2020-06-12,21,46.0,0.02,0.0,1.64,0.0,1,0,85,"[""HD""]",2020,True,limmat_zurich_mortensena_meiera,"('limmat_zurich_mortensena_meiera', '2020-06-12')",limmat,linth,linth
limmat_zurich_mortensena_meiera2021-03-2941,2021-03-29,41,369.0,15.0,0.0,0.055,0.0,1,0,50,"[""HD""]",2020,True,limmat_zurich_mortensena_meiera,"('limmat_zurich_mortensena_meiera', '2021-03-29')",limmat,linth,linth
linthdammweg2020-11-2296,2020-11-22,96,781.0,50.0,0.0,2.65,0.0,1,0,165,"[""HD""]",2020,True,linthdammweg,"('linthdammweg', '2020-11-22')",linthkanal,linth,linth
linth_mollis2020-05-1910,2020-05-19,10,16.0,5.0,0.0,0.195,0.0,1,0,60,"[""HD""]",2020,True,linth_mollis,"('linth_mollis', '2020-05-19')",linthkanal,linth,linth
linth_route9brucke2020-06-1911,2020-06-19,11,39.0,1000.0,0.0,1.0,0.0,1,0,80,"[""HD""]",2020,True,linth_route9brucke,"('linth_route9brucke', '2020-06-19')",escherkanal,linth,linth
lugano-centro2021-05-0616,2021-05-06,16,38.0,110.0,2.86,0.14,0.0,1,0,150,"[""HD""]",2020,True,lugano-centro,"('lugano-centro', '2021-05-06')",lago-di-lugano,ticino,ticino
luscherz-plage2020-06-1054,2020-06-10,54,54.0,100.0,0.02,0.1,0.0,1,0,60,"[""HD""]",2020,True,luscherz-plage,"('luscherz-plage', '2020-06-10')",bielersee,aare,aare
luscherz-plage2020-07-1157,2020-07-11,57,85.0,2.0,0.0,1.13,0.0,1,0,80,"[""HD""]",2020,True,luscherz-plage,"('luscherz-plage', '2020-07-11')",bielersee,aare,aare
luscherz-plage2020-10-3059,2020-10-30,59,246.0,60.0,0.0,0.19,0.0,1,0,95,"[""HD""]",2020,True,luscherz-plage,"('luscherz-plage', '2020-10-30')",bielersee,aare,aare
luscherz-plage2020-12-2666,2020-12-26,66,132.0,70.0,0.013,0.15,0.0,1,0,120,"[""HD""]",2020,True,luscherz-plage,"('luscherz-plage', '2020-12-26')",bielersee,aare,aare
luscherz-two2020-06-1021,2020-06-10,21,21.0,100.0,0.0,0.148,0.0,1,0,45,"[""HD""]",2020,True,luscherz-two,"('luscherz-two', '2020-06-10')",bielersee,aare,aare
magadino-lido2021-03-1765,2021-03-17,65,276.0,350.0,0.021,0.7,0.0,1,0,120,"[""HD""]",2020,True,magadino-lido,"('magadino-lido', '2021-03-17')",lago-maggiore,ticino,ticino
magadino-lido2021-05-0445,2021-05-04,45,315.0,210.0,0.0,0.59,0.0,1,0,150,"[""HD""]",2020,True,magadino-lido,"('magadino-lido', '2021-05-04')",lago-maggiore,ticino,ticino
maladaire2020-05-2854,2020-05-28,54,108.0,500.0,0.01,0.6,0.0,1,2,169,"[""HD""]",2020,True,maladaire,"('maladaire', '2020-05-28')",lac-leman,rhone,rhone
maladaire2020-06-2856,2020-06-28,56,140.0,0.455,0.0,0.765,0.0,1,0,280,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-06-28')",lac-leman,rhone,rhone
maladaire2020-07-2949,2020-07-29,49,122.5,32.0,0.0,0.147,0.0,1,0,65,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-07-29')",lac-leman,rhone,rhone
maladaire2020-08-3155,2020-08-31,55,137.0,75.0,0.0,0.38,0.0,1,0,66,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-08-31')",lac-leman,rhone,rhone
maladaire2020-09-3054,2020-09-30,54,163.0,140.0,0.0,0.355,0.0,1,0,135,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-09-30')",lac-leman,rhone,rhone
maladaire2020-10-2949,2020-10-29,49,147.0,95.0,0.0,0.125,0.0,1,0,75,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-10-29')",lac-leman,rhone,rhone
maladaire2020-11-2753,2020-11-27,53,132.0,40.0,0.0,0.295,0.0,1,0,90,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-11-27')",lac-leman,rhone,rhone
maladaire2020-12-2956,2020-12-29,56,168.0,425.0,0.0,0.515,0.0,1,0,135,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2020-12-29')",lac-leman,rhone,rhone
maladaire2021-01-2950,2021-01-29,50,150.0,205.0,0.0,0.335,0.0,1,0,110,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2021-01-29')",lac-leman,rhone,rhone
maladaire2021-03-0273,2021-03-02,73,657.0,200.0,0.0,0.41,0.0,1,0,95,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2021-03-02')",lac-leman,rhone,rhone
maladaire2021-03-3082,2021-03-30,82,820.0,40.0,0.0,0.195,0.0,1,0,80,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2021-03-30')",lac-leman,rhone,rhone
maladaire2021-05-0177,2021-05-01,77,231.0,85.0,0.0,0.15,0.0,1,0,90,"[""PRCS""]",2020,True,maladaire,"('maladaire', '2021-05-01')",lac-leman,rhone,rhone
mannewil2021-02-2644,2021-02-26,44,66.0,650.0,0.137,1.1,0.0,1,1,120,"[""HD""]",2020,True,mannewil,"('mannewil', '2021-02-26')",aare,aare,aare
mols-rocks2020-11-2225,2020-11-22,25,50.0,20.0,0.0,0.44,0.0,1,0,60,"[""PRCS""]",2020,True,mols-rocks,"('mols-rocks', '2020-11-22')",walensee,linth,linth
muhlehorn-dorf2020-11-2153,2020-11-21,53,212.0,35.0,0.0,0.05,0.0,1,0,75,"[""HD""]",2020,True,muhlehorn-dorf,"('muhlehorn-dorf', '2020-11-21')",walensee,linth,linth
mullermatte2020-04-2931,2020-04-29,31,118.0,125.0,0.129,0.4,0.0,1,0,205,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-04-29')",bielersee,aare,aare
mullermatte2020-05-2939,2020-05-29,39,306.0,200.0,0.001,0.2,0.0,1,0,120,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-05-29')",bielersee,aare,aare
mullermatte2020-06-3035,2020-06-30,35,127.0,750.0,0.196,0.175,0.0,1,0,140,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-06-30')",bielersee,aare,aare
mullermatte2020-07-2941,2020-07-29,41,235.0,100.0,0.131,0.175,0.0,1,0,180,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-07-29')",bielersee,aare,aare
mullermatte2020-08-3144,2020-08-31,44,351.0,200.0,0.456,0.255,0.0,1,0,210,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-08-31')",bielersee,aare,aare
mullermatte2020-09-3041,2020-09-30,41,360.0,240.0,0.259,0.355,0.0,1,1,240,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-09-30')",bielersee,aare,aare
mullermatte2020-10-3044,2020-10-30,44,550.0,80.0,0.0,0.4,0.0,2,0,180,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-10-30')",bielersee,aare,aare
mullermatte2020-11-3043,2020-11-30,43,498.0,55.0,0.044,0.22,0.0,1,0,150,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-11-30')",bielersee,aare,aare
mullermatte2020-12-3146,2020-12-31,46,425.0,420.0,0.094,0.57,0.0,1,0,135,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2020-12-31')",bielersee,aare,aare
mullermatte2021-01-3140,2021-01-31,40,473.0,170.0,0.13,0.52,0.0,1,0,135,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2021-01-31')",bielersee,aare,aare
mullermatte2021-02-2842,2021-02-28,42,399.0,278.0,0.078,0.338,0.0,1,0,270,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2021-02-28')",bielersee,aare,aare
mullermatte2021-03-3141,2021-03-31,41,322.0,630.0,0.035,1.48,0.0,1,0,225,"[""HD""]",2020,True,mullermatte,"('mullermatte', '2021-03-31')",bielersee,aare,aare
murg-bad2020-10-2329,2020-10-23,29,174.0,185.0,0.0,0.33,0.0,1,0,80,"[""HD""]",2020,True,murg-bad,"('murg-bad', '2020-10-23')",walensee,linth,linth
nidau-strand2020-11-3025,2020-11-30,25,105.0,2.0,0.236,0.13,0.0,1,0,100,"[""HD""]",2020,True,nidau-strand,"('nidau-strand', '2020-11-30')",bielersee,aare,aare
nouvelle-plage2020-10-1764,2020-10-17,64,160.0,20.0,0.03,0.02,0.0,1,0,90,"[""HD""]",2020,True,nouvelle-plage,"('nouvelle-plage', '2020-10-17')",neuenburgersee,aare,aare
oben-am-see2021-02-0564,2021-02-05,64,256.0,535.0,0.79,0.635,0.0,1,0,140,"[""HD""]",2020,True,oben-am-see,"('oben-am-see', '2021-02-05')",brienzersee,aare,aare
oberi-chlihochstetten2021-04-0218,2021-04-02,18,144.0,600.0,0.0,0.62,0.0,1,0,90,"[""HD""]",2020,True,oberi-chlihochstetten,"('oberi-chlihochstetten', '2021-04-02')",aare,aare,aare
oyonne2021-01-0622,2021-01-06,22,132.0,450.0,0.0,0.72,0.0,1,0,175,"[""PRCS""]",2020,True,oyonne,"('oyonne', '2021-01-06')",lac-leman,rhone,rhone
pacha-mama-gerra2020-08-1080,2020-08-10,80,160.0,19.0,0.0,0.09,0.0,1,0,45,"[""PRCS""]",2020,True,pacha-mama-gerra,"('pacha-mama-gerra', '2020-08-10')",lago-maggiore,ticino,ticino
parc-des-pierrettes2020-10-0146,2020-10-01,46,150.0,590.0,0.64,0.74,0.0,1,7,170,"[""HD""]",2020,True,parc-des-pierrettes,"('parc-des-pierrettes', '2020-10-01')",lac-leman,rhone,rhone
pecos-plage2020-11-1670,2020-11-16,70,274.0,3480.0,0.42,4.4,0.0,1,0,150,"[""HD""]",2020,True,pecos-plage,"('pecos-plage', '2020-11-16')",neuenburgersee,aare,aare
pfafikon-bad2021-02-1882,2021-02-18,82,328.0,60.0,0.339,0.07,0.0,1,0,105,"[""HD""]",2020,True,pfafikon-bad,"('pfafikon-bad', '2021-02-18')",zurichsee,linth,linth
plage-de-cheyres2020-03-1599,2020-03-15,99,198.0,50.0,0.001,0.4,0.0,1,0,120,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-03-15')",neuenburgersee,aare,aare
plage-de-cheyres2020-04-1786,2020-04-17,86,395.0,60.0,0.001,0.34,0.0,1,0,210,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-04-17')",neuenburgersee,aare,aare
plage-de-cheyres2020-05-1298,2020-05-12,98,196.0,10.0,0.042,0.2,0.0,1,0,70,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-05-12')",neuenburgersee,aare,aare
plage-de-cheyres2020-06-1587,2020-06-15,87,469.0,164.0,0.11,0.165,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-06-15')",neuenburgersee,aare,aare
plage-de-cheyres2020-07-1596,2020-07-15,96,384.0,115.0,0.2,0.135,0.0,1,0,100,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-07-15')",neuenburgersee,aare,aare
plage-de-cheyres2020-08-1579,2020-08-15,79,238.0,160.0,0.0,0.18,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-08-15')",neuenburgersee,aare,aare
plage-de-cheyres2020-09-1582,2020-09-15,82,470.0,30.0,0.0,0.041,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-09-15')",neuenburgersee,aare,aare
plage-de-cheyres2020-10-1788,2020-10-17,88,175.0,50.0,0.032,0.27,0.0,1,0,100,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-10-17')",neuenburgersee,aare,aare
plage-de-cheyres2020-11-1687,2020-11-16,87,821.0,80.0,0.0,0.21,0.0,1,0,120,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-11-16')",neuenburgersee,aare,aare
plage-de-cheyres2020-12-1488,2020-12-14,88,430.0,99.0,0.0,0.1,0.0,1,0,150,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-12-14')",neuenburgersee,aare,aare
plage-de-cheyres2021-01-1686,2021-01-16,86,292.0,199.0,0.014,0.2,0.0,1,0,150,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2021-01-16')",neuenburgersee,aare,aare
plage-de-cheyres2021-02-1586,2021-02-15,86,314.0,39.0,0.302,0.05,0.0,1,0,175,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2021-02-15')",neuenburgersee,aare,aare
plage-de-serriere2021-04-02101,2021-04-02,101,286.0,200.0,0.001,0.31,0.0,1,0,210,"[""HD""]",2020,True,plage-de-serriere,"('plage-de-serriere', '2021-04-02')",neuenburgersee,aare,aare
plage-de-st-sulpice2020-10-0141,2020-10-01,41,193.0,230.0,0.169,3.25,0.0,1,8,140,"[""HD""]",2020,True,plage-de-st-sulpice,"('plage-de-st-sulpice', '2020-10-01')",lac-leman,rhone,rhone
pointe-dareuse2020-12-0390,2020-12-03,90,360.0,40.0,0.0,0.04,0.0,1,0,120,"[""HD""]",2020,True,pointe-dareuse,"('pointe-dareuse', '2020-12-03')",neuenburgersee,aare,aare
pont-sous-terre2021-02-0620,2021-02-06,20,100.0,307.31,0.0,2.6,2.6,1,6,90,"[""EG""]",2020,True,pont-sous-terre,"('pont-sous-terre', '2021-02-06')",rhone,rhone,rhone
preverenges-le-sout2021-02-04100,2021-02-04,100,300.0,335.0,0.0,0.39,0.0,1,0,160,"[""PRCS""]",2020,True,preverenges-le-sout,"('preverenges-le-sout', '2021-02-04')",lac-leman,rhone,rhone
preverenges2020-06-0740,2020-06-07,40,120.0,0.0,0.0,1.0,0.0,1,2,265,"[""PRCS""]",2020,True,preverenges,"('preverenges', '2020-06-07')",lac-leman,rhone,rhone
preverenges2020-07-0928,2020-07-09,28,162.0,115.0,4.396,0.4,0.0,1,2,150,"[""HD"",""HKQM""]",2020,True,preverenges,"('preverenges', '2020-07-09')",lac-leman,rhone,rhone
preverenges2020-08-1360,2020-08-13,60,180.0,65.0,0.979,0.07,0.0,1,0,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-08-13')",lac-leman,rhone,rhone
preverenges2020-09-0837,2020-09-08,37,148.0,220.0,0.197,0.23,0.0,1,2,120,"[""PRCS"", ""HD""]",2020,True,preverenges,"('preverenges', '2020-09-08')",lac-leman,rhone,rhone
preverenges2020-10-0843,2020-10-08,43,258.0,280.0,3.08,0.31,0.0,1,0,150,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-10-08')",lac-leman,rhone,rhone
preverenges2020-11-1250,2020-11-12,50,3.0,170.0,0.336,0.195,0.0,1,0,110,"[""HD"",""PRCS""]",2020,True,preverenges,"('preverenges', '2020-11-12')",lac-leman,rhone,rhone
preverenges2020-12-1050,2020-12-10,50,200.0,50.0,0.767,0.06,0.0,1,1,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-12-10')",lac-leman,rhone,rhone
preverenges2021-01-0768,2021-01-07,68,272.0,185.0,1.37,0.19,0.0,1,0,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-01-07')",lac-leman,rhone,rhone
preverenges2021-02-0761,2021-02-07,61,244.0,460.0,2.0,0.46,0.0,1,0,135,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-02-07')",lac-leman,rhone,rhone
preverenges2021-03-0851,2021-03-08,51,336.0,240.0,1.457,0.25,0.0,1,0,160,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-03-08')",lac-leman,rhone,rhone
preverenges2021-04-0874,2021-04-08,74,592.0,60.0,0.758,0.061,0.0,1,0,155,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-04-08')",lac-leman,rhone,rhone
preverenges2021-05-1250,2021-05-12,50,216.0,220.0,0.838,0.27,0.0,1,0,155,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-05-12')",lac-leman,rhone,rhone
quai-maria-belgia2020-04-2844,2020-04-28,44,282.0,460.0,0.0,0.78,0.0,1,0,150,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-04-28')",lac-leman,rhone,rhone
quai-maria-belgia2020-05-3141,2020-05-31,41,177.0,0.25,0.0,0.29,0.0,2,0,80,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-05-31')",lac-leman,rhone,rhone
quai-maria-belgia2020-06-2842,2020-06-28,42,147.0,0.5,0.0,0.54,0.0,2,0,120,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-06-28')",lac-leman,rhone,rhone
quai-maria-belgia2020-07-2140,2020-07-21,40,128.0,215.0,0.198,0.3,0.0,1,1,109,"[""HD"",""PRCS""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-07-21')",lac-leman,rhone,rhone
quai-maria-belgia2020-08-3041,2020-08-30,41,124.0,0.2,0.0,0.32,0.0,1,0,95,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-08-30')",lac-leman,rhone,rhone
quai-maria-belgia2020-09-2740,2020-09-27,40,130.0,550.0,0.105,0.71,0.0,4,0,170,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-09-27')",lac-leman,rhone,rhone
quai-maria-belgia2020-10-2547,2020-10-25,47,99.0,0.1,0.0,0.16,0.1,1,0,150,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-10-25')",lac-leman,rhone,rhone
quai-maria-belgia2020-11-3036,2020-11-30,36,94.0,0.08,0.0,0.32,0.0,1,0,110,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-11-30')",lac-leman,rhone,rhone
quai-maria-belgia2020-12-2338,2020-12-23,38,115.0,0.0,0.0,0.05,0.0,1,0,95,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-12-23')",lac-leman,rhone,rhone
quai-maria-belgia2021-03-2940,2021-03-29,40,443.0,180.0,0.0,0.28,0.0,1,0,120,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2021-03-29')",lac-leman,rhone,rhone
rastplatz-stampf2020-04-2430,2020-04-24,30,25.0,160.0,0.001,0.16,0.0,1,0,90,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-04-24')",zurichsee,linth,linth
rastplatz-stampf2020-05-2217,2020-05-22,17,28.0,1.0,0.035,0.06,0.0,1,0,90,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-05-22')",zurichsee,linth,linth
rastplatz-stampf2020-06-1826,2020-06-18,26,50.0,50.0,0.04,0.11,0.0,1,0,100,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-06-18')",zurichsee,linth,linth
rastplatz-stampf2020-07-2010,2020-07-20,10,20.0,85.0,0.0,0.14,0.0,1,0,75,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-07-20')",zurichsee,linth,linth
rastplatz-stampf2020-08-2019,2020-08-20,19,60.0,35.0,0.0,0.085,0.0,1,0,80,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-08-20')",zurichsee,linth,linth
rastplatz-stampf2020-09-2420,2020-09-24,20,79.0,105.0,0.04,0.18,0.0,1,0,80,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-09-24')",zurichsee,linth,linth
rastplatz-stampf2020-10-2228,2020-10-22,28,93.0,40.0,0.018,0.05,0.0,1,0,130,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-10-22')",zurichsee,linth,linth
rastplatz-stampf2020-11-2130,2020-11-21,30,91.0,50.0,0.0,0.05,0.0,1,0,75,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-11-21')",zurichsee,linth,linth
rastplatz-stampf2020-12-2226,2020-12-22,26,85.0,90.0,0.044,1.0,0.0,1,0,100,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-12-22')",zurichsee,linth,linth
rastplatz-stampf2021-01-2133,2021-01-21,33,69.0,19.0,0.04,0.02,0.0,1,0,140,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2021-01-21')",zurichsee,linth,linth
rastplatz-stampf2021-02-1838,2021-02-18,38,107.0,60.0,0.065,0.13,0.0,1,0,155,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2021-02-18')",zurichsee,linth,linth
rastplatz-stampf2021-03-2314,2021-03-23,14,62.0,58.0,0.027,0.06,0.0,1,0,80,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2021-03-23')",zurichsee,linth,linth
reuss_hunenberg_eberhardy2020-12-1916,2020-12-19,16,49.0,1.0,0.0,1.2,0.0,1,0,40,"[""HD""]",2020,True,reuss_hunenberg_eberhardy,"('reuss_hunenberg_eberhardy', '2020-12-19')",reuss,linth,linth
reuss_ottenbach_schoenenbergerl2020-12-1922,2020-12-19,22,88.0,0.0,0.0,0.0,0.0,1,0,30,"[""HD""]",2020,True,reuss_ottenbach_schoenenbergerl,"('reuss_ottenbach_schoenenbergerl', '2020-12-19')",reuss,linth,linth
rivapiana2020-11-2761,2020-11-27,61,290.0,230.0,0.107,0.8,0.0,1,0,165,"[""HD""]",2020,True,rivapiana,"('rivapiana', '2020-11-27')",lago-maggiore,ticino,ticino
rivapiana2021-05-0465,2021-05-04,65,390.0,375.0,0.0,0.915,0.0,1,0,120,"[""HD""]",2020,True,rivapiana,"('rivapiana', '2021-05-04')",lago-maggiore,ticino,ticino
rocky-plage2020-11-01157,2020-11-01,157,942.0,151.0,0.001,0.25,0.0,1,9,120,"[""HD"",""EG""]",2020,True,rocky-plage,"('rocky-plage', '2020-11-01')",lac-leman,rhone,rhone
route-132020-10-2660,2020-10-26,60,900.0,6.0,0.0,4.9,0.0,1,0,135,"[""HD""]",2020,True,route-13,"('route-13', '2020-10-26')",maggia,ticino,ticino
ruisseau-de-la-croix-plage2020-09-1550,2020-09-15,50,192.0,70.0,0.031,0.1,0.0,1,0,90,"[""HD""]",2020,True,ruisseau-de-la-croix-plage,"('ruisseau-de-la-croix-plage', '2020-09-15')",neuenburgersee,aare,aare
san-nazzaro-gambarogno2020-08-09125,2020-08-09,125,312.5,221.1,0.0,0.296,0.0,1,0,80,"[""PRCS""]",2020,True,san-nazzaro-gambarogno,"('san-nazzaro-gambarogno', '2020-08-09')",lago-maggiore,ticino,ticino
schmerikon-bahnhof-strand2020-10-2325,2020-10-23,25,52.0,110.0,0.042,0.12,0.0,1,0,100,"[""HD""]",2020,True,schmerikon-bahnhof-strand,"('schmerikon-bahnhof-strand', '2020-10-23')",zurichsee,linth,linth
schusspark-strand2020-08-0845,2020-08-08,45,264.0,150.0,0.0,0.2,0.0,1,0,90,"[""HD""]",2020,True,schusspark-strand,"('schusspark-strand', '2020-08-08')",schuss,aare,aare
schusspark-strand2021-02-2147,2021-02-21,47,117.0,60.0,0.0,0.16,0.0,1,0,95,"[""HD""]",2020,True,schusspark-strand,"('schusspark-strand', '2021-02-21')",schuss,aare,aare
schutzenmatte2021-04-1745,2021-04-17,45,405.0,1130.0,0.0,2.91,0.0,1,1,240,"[""HD""]",2020,True,schutzenmatte,"('schutzenmatte', '2021-04-17')",emme,aare,aare
seeflechsen2020-11-2235,2020-11-22,35,700.0,105.0,0.0,0.21,0.0,1,0,90,"[""PRCS""]",2020,True,seeflechsen,"('seeflechsen', '2020-11-22')",walensee,linth,linth
seemuhlestrasse-strand2020-11-2287,2020-11-22,87,499.0,50.0,0.0,0.38,0.0,1,0,90,"[""HD""]",2020,True,seemuhlestrasse-strand,"('seemuhlestrasse-strand', '2020-11-22')",walensee,linth,linth
seez2020-05-1945,2020-05-19,45,630.0,50.0,0.001,1.0,0.0,1,0,70,"[""HD""]",2020,True,seez,"('seez', '2020-05-19')",seez,linth,linth
seez_spennwiesenbrucke2020-06-196,2020-06-19,6,12.0,1.0,0.0,0.001,0.0,1,0,50,"[""HD""]",2020,True,seez_spennwiesenbrucke,"('seez_spennwiesenbrucke', '2020-06-19')",seez,linth,linth
sentiero-giro-del-golf-spiaggia2020-05-2739,2020-05-27,39,105.0,35.0,0.001,0.06,0.0,1,0,90,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-05-27')",lago-maggiore,ticino,ticino
sentiero-giro-del-golf-spiaggia2020-08-2640,2020-08-26,40,400.0,60.0,0.031,0.26,0.0,1,0,180,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-08-26')",lago-maggiore,ticino,ticino
sentiero-giro-del-golf-spiaggia2020-11-2759,2020-11-27,59,271.0,50.0,0.0,0.1,0.0,1,0,150,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-11-27')",lago-maggiore,ticino,ticino
sentiero-giro-del-golf-spiaggia2021-03-1764,2021-03-17,64,382.0,58.0,0.001,0.06,0.0,1,0,110,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2021-03-17')",lago-maggiore,ticino,ticino
signalpain2020-12-1047,2020-12-10,47,211.0,340.0,0.35,0.37,0.0,1,0,180,"[""HD""]",2020,True,signalpain,"('signalpain', '2020-12-10')",neuenburgersee,aare,aare
sihl_zuerich_eggerskoehlingera2021-03-2813,2021-03-28,13,39.0,0.0,0.0,0.0,0.0,1,0,30,"[""HD""]",2020,True,sihl_zuerich_eggerskoehlingera,"('sihl_zuerich_eggerskoehlingera', '2021-03-28')",sihl,linth,linth
sihl_zuerich_eichenbergerd2020-10-1329,2020-10-13,29,113.0,0.0,0.0,1.97,0.0,1,0,55,"[""HD""]",2020,True,sihl_zuerich_eichenbergerd,"('sihl_zuerich_eichenbergerd', '2020-10-13')",sihl,linth,linth
spackmatt2020-11-2934,2020-11-29,34,170.0,50.0,0.0,0.18,0.0,1,0,88,"[""HD""]",2020,True,spackmatt,"('spackmatt', '2020-11-29')",aare,aare,aare
spackmatt2020-12-3165,2020-12-31,65,130.0,9.0,0.08,0.026,0.0,1,1,190,"[""HD""]",2020,True,spackmatt,"('spackmatt', '2020-12-31')",aare,aare,aare
spiaggia-parco-ciani2021-05-0623,2021-05-06,23,117.0,60.0,0.0,0.12,0.0,1,0,110,"[""HD""]",2020,True,spiaggia-parco-ciani,"('spiaggia-parco-ciani', '2021-05-06')",lago-di-lugano,ticino,ticino
strandbeiz2020-03-2048,2020-03-20,48,110.0,90.0,0.031,0.1,0.0,1,0,180,"[""HD""]",2020,True,strandbeiz,"('strandbeiz', '2020-03-20')",zurichsee,linth,linth
strandboden-biel2020-10-1032,2020-10-10,32,176.0,400.0,0.002,1.88,0.0,1,0,130,"[""HD""]",2020,True,strandboden-biel,"('strandboden-biel', '2020-10-10')",bielersee,aare,aare
strandboden-biel2020-12-2561,2020-12-25,61,244.0,40.0,0.17,0.37,0.0,1,0,119,"[""HD""]",2020,True,strandboden-biel,"('strandboden-biel', '2020-12-25')",bielersee,aare,aare
sundbach-strand2020-08-2620,2020-08-26,20,120.0,50.0,0.0,0.06,0.0,1,0,120,"[""HD""]",2020,True,sundbach-strand,"('sundbach-strand', '2020-08-26')",thunersee,aare,aare
