survey_key,date,length,area,mac_plast_w,mic_plas_w,total_w,est_weight,num_parts_staff,num_parts_other,time_minutes,participants,project,is_2020,location,loc_date,water_name_slug,river_bassin,survey area
sundbach-strand2020-11-0724,2020-11-07,24,685.0,90.0,0.0,0.24,0.0,1,0,100,"[""HD""]",2020,True,sundbach-strand,"('sundbach-strand', '2020-11-07')",thunersee,aare,aare
thun-strandbad2020-11-2890,2020-11-28,90,540.0,130.0,0.0,0.13,0.0,1,0,90,"[""HD""]",2020,True,thun-strandbad,"('thun-strandbad', '2020-11-28')",thunersee,aare,aare
thun-strandbad2021-02-1491,2021-02-14,91,1183.0,60.0,0.0,0.07,0.0,1,0,120,"[""HD""]",2020,True,thun-strandbad,"('thun-strandbad', '2021-02-14')",thunersee,aare,aare
thunersee_spiez_meierd_12020-03-0865,2020-03-08,65,325.0,50.0,0.001,1.3,0.0,1,0,120,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-03-08')",thunersee,aare,aare
thunersee_spiez_meierd_12020-04-0960,2020-04-09,60,175.8,50.0,0.002,0.2,0.0,1,0,180,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-04-09')",thunersee,aare,aare
thunersee_spiez_meierd_12020-05-0846,2020-05-08,46,182.0,0.65,0.001,0.23,0.0,1,0,100,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-05-08')",thunersee,aare,aare
thunersee_spiez_meierd_12020-06-0847,2020-06-08,47,94.0,85.0,0.0,0.17,0.0,1,0,70,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-06-08')",thunersee,aare,aare
thunersee_spiez_meierd_12020-07-0857,2020-07-08,57,84.0,75.0,0.0,0.16,0.0,1,0,90,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-07-08')",thunersee,aare,aare
thunersee_spiez_meierd_12020-08-1050,2020-08-10,50,119.0,35.0,0.0,0.12,0.0,1,0,110,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-08-10')",thunersee,aare,aare
thunersee_spiez_meierd_12020-09-0748,2020-09-07,48,76.0,45.0,0.0,0.24,0.0,1,0,75,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-09-07')",thunersee,aare,aare
thunersee_spiez_meierd_12020-10-0955,2020-10-09,55,80.0,2.0,0.0,0.038,0.0,1,0,65,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-10-09')",thunersee,aare,aare
thunersee_spiez_meierd_12020-11-0653,2020-11-06,53,94.0,240.0,0.0,5.14,5.0,1,0,65,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-11-06')",thunersee,aare,aare
thunersee_spiez_meierd_12020-12-08105,2020-12-08,105,286.0,85.0,0.0,1.98,0.0,1,0,90,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-12-08')",thunersee,aare,aare
thunersee_spiez_meierd_12021-01-08101,2021-01-08,101,550.0,480.0,0.0,1.47,0.0,1,0,110,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2021-01-08')",thunersee,aare,aare
thunersee_spiez_meierd_12021-02-05140,2021-02-05,140,1009.0,160.0,0.0,2.96,0.0,1,0,180,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2021-02-05')",thunersee,aare,aare
tiger-duck-beach2020-07-1428,2020-07-14,28,112.0,315.0,0.962,0.43,0.0,1,0,140,"[""HD""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-07-14')",lac-leman,rhone,rhone
tiger-duck-beach2020-10-0130,2020-10-01,30,135.0,255.0,2.164,0.575,0.0,1,13,180,"[""PRCS""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-10-01')",lac-leman,rhone,rhone
tiger-duck-beach2020-11-2420,2020-11-24,20,80.0,180.0,1.8,0.24,0.0,1,4,120,"[""HD""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-11-24')",lac-leman,rhone,rhone
tolochenaz2020-05-1935,2020-05-19,35,145.0,100.0,1.8,0.3,0.0,1,4,149,"[""HD"",""PRCS""]",2020,True,tolochenaz,"('tolochenaz', '2020-05-19')",lac-leman,rhone,rhone
tschilljus2020-11-1250,2020-11-12,50,8.0,1005.0,0.0,1.435,0.0,1,0,90,"[""HD""]",2020,True,tschilljus,"('tschilljus', '2020-11-12')",rhone,rhone,rhone
untertenzen2021-01-21111,2021-01-21,111,289.0,110.0,0.106,0.87,0.0,1,0,100,"[""HD""]",2020,True,untertenzen,"('untertenzen', '2021-01-21')",walensee,linth,linth
versoix2020-05-1451,2020-05-14,51,153.0,360.0,1.5,0.38,1.0,1,0,155,"[""HD""]",2020,True,versoix,"('versoix', '2020-05-14')",lac-leman,rhone,rhone
versoix2020-08-0487,2020-08-04,87,305.0,110.0,0.081,0.23,0.0,1,0,125,"[""HD""]",2020,True,versoix,"('versoix', '2020-08-04')",lac-leman,rhone,rhone
versoix2020-10-1352,2020-10-13,52,156.0,50.0,0.02,0.09,0.0,1,0,135,"[""HD""]",2020,True,versoix,"('versoix', '2020-10-13')",lac-leman,rhone,rhone
via-brunari-spiaggia2021-05-0530,2021-05-05,30,165.0,10.0,0.0,1.14,0.0,1,0,60,"[""HD""]",2020,True,via-brunari-spiaggia,"('via-brunari-spiaggia', '2021-05-05')",ticino,ticino,ticino
via-mirasole-spiaggia2021-05-0448,2021-05-04,48,582.0,50.0,0.0,2.08,0.0,1,0,110,"[""HD""]",2020,True,via-mirasole-spiaggia,"('via-mirasole-spiaggia', '2021-05-04')",ticino,ticino,ticino
vidy-ruines2020-06-0219,2020-06-02,19,221.0,280.0,0.763,0.43,0.0,1,2,90,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-06-02')",lac-leman,rhone,rhone
vidy-ruines2020-06-306,2020-06-30,6,18.0,90.0,0.0,0.107,0.0,1,1,150,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-06-30')",lac-leman,rhone,rhone
vidy-ruines2020-08-015,2020-08-01,5,13.75,2.7,0.064,0.017,0.0,1,0,55,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-08-01')",lac-leman,rhone,rhone
vidy-ruines2020-09-025,2020-09-02,5,10.0,1.5,0.0,0.005,0.0,1,0,40,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-09-02')",lac-leman,rhone,rhone
vidy-ruines2020-12-016,2020-12-01,6,15.0,33.0,0.0,0.061,0.0,1,0,85,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-12-01')",lac-leman,rhone,rhone
vidy-ruines2021-03-048,2021-03-04,8,48.0,40.0,0.0,0.13,0.0,1,0,85,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2021-03-04')",lac-leman,rhone,rhone
vidy-ruines2021-04-1515,2021-04-15,15,120.0,5.0,0.0,0.075,0.0,1,0,75,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2021-04-15')",lac-leman,rhone,rhone
vierwaldstattersee_weggis_schoberls_12021-04-0221,2021-04-02,21,32.0,55.0,0.0,0.12,0.0,1,0,40,"[""HD""]",2020,True,vierwaldstattersee_weggis_schoberls_1,"('vierwaldstattersee_weggis_schoberls_1', '2021-04-02')",quatre-cantons,linth,linth
vierwaldstattersee_weggis_schoberls_22021-04-0239,2021-04-02,39,85.0,85.0,0.0,0.165,0.0,1,0,55,"[""HD""]",2020,True,vierwaldstattersee_weggis_schoberls_2,"('vierwaldstattersee_weggis_schoberls_2', '2021-04-02')",quatre-cantons,linth,linth
vierwaldstattersee_weggis_schoberls_32021-04-0223,2021-04-02,23,166.0,15.0,0.0,0.016,0.0,1,0,40,"[""HD""]",2020,True,vierwaldstattersee_weggis_schoberls_3,"('vierwaldstattersee_weggis_schoberls_3', '2021-04-02')",quatre-cantons,linth,linth
villa-barton2020-10-2017,2020-10-20,17,51.0,115.0,0.066,0.115,0.0,1,0,120,"[""HD""]",2020,True,villa-barton,"('villa-barton', '2020-10-20')",lac-leman,rhone,rhone
villa-barton2021-01-2250,2021-01-22,50,200.0,980.0,0.019,1.4,0.0,1,1,90,"[""PRCS"",""HD""]",2020,True,villa-barton,"('villa-barton', '2021-01-22')",lac-leman,rhone,rhone
vira-gambarogno2020-05-2692,2020-05-26,92,138.0,10.0,0.001,1.47,0.0,1,0,105,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-05-26')",lago-maggiore,ticino,ticino
vira-gambarogno2020-08-2749,2020-08-27,49,228.0,5.0,0.0,21.0,0.0,1,0,100,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-08-27')",lago-maggiore,ticino,ticino
vira-gambarogno2020-11-2640,2020-11-26,40,180.0,10.0,0.02,0.02,0.0,1,0,90,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-11-26')",lago-maggiore,ticino,ticino
vira-gambarogno2021-03-17107,2021-03-17,107,428.0,65.0,0.0,0.07,10.0,1,0,90,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2021-03-17')",lago-maggiore,ticino,ticino
vira-spiaggia-left-of-river2020-05-2623,2020-05-26,23,168.0,115.0,0.0,0.145,0.0,1,0,90,"[""HD""]",2020,True,vira-spiaggia-left-of-river,"('vira-spiaggia-left-of-river', '2020-05-26')",lago-maggiore,ticino,ticino
walensee_walenstadt_wysse2020-03-1753,2020-03-17,53,563.0,150.0,0.025,0.175,0.0,2,0,200,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-03-17')",walensee,linth,linth
walensee_walenstadt_wysse2020-04-2154,2020-04-21,54,277.0,450.0,0.1,0.6,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-04-21')",walensee,linth,linth
walensee_walenstadt_wysse2020-05-1950,2020-05-19,50,403.0,125.0,0.2,0.45,0.0,1,0,250,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-05-19')",walensee,linth,linth
walensee_walenstadt_wysse2020-06-1825,2020-06-18,25,178.0,410.0,1.128,0.51,0.0,1,1,240,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-06-18')",walensee,linth,linth
walensee_walenstadt_wysse2020-07-1939,2020-07-19,39,94.0,494.0,0.02,0.495,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-07-19')",walensee,linth,linth
walensee_walenstadt_wysse2020-08-2051,2020-08-20,51,400.0,205.0,0.001,0.255,0.0,1,0,180,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-08-20')",walensee,linth,linth
walensee_walenstadt_wysse2020-09-23133,2020-09-23,133,308.0,300.0,0.218,0.91,0.0,1,0,210,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-09-23')",walensee,linth,linth
walensee_walenstadt_wysse2020-10-23143,2020-10-23,143,634.0,2000.0,0.001,2.3,0.0,1,0,280,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-10-23')",walensee,linth,linth
walensee_walenstadt_wysse2020-11-2238,2020-11-22,38,722.0,375.0,0.0,0.46,0.0,1,0,100,"[""HD"",""PRCS""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-11-22')",walensee,linth,linth
walensee_walenstadt_wysse2020-12-2263,2020-12-22,63,878.0,30.0,0.0,0.06,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-12-22')",walensee,linth,linth
walensee_walenstadt_wysse2021-01-2075,2021-01-20,75,149.0,89.0,0.005,0.09,0.0,1,0,90,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2021-01-20')",walensee,linth,linth
walensee_walenstadt_wysse2021-02-1943,2021-02-19,43,746.0,218.0,0.001,0.22,0.0,1,0,165,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2021-02-19')",walensee,linth,linth
weissenau-neuhaus2020-05-0850,2020-05-08,50,200.0,100.0,0.023,0.15,0.0,1,0,160,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-05-08')",thunersee,aare,aare
weissenau-neuhaus2020-06-0899,2020-06-08,99,218.0,135.0,0.016,0.285,0.0,1,0,170,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-06-08')",thunersee,aare,aare
weissenau-neuhaus2020-07-0838,2020-07-08,38,133.0,70.0,0.001,0.185,0.0,1,0,120,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-07-08')",thunersee,aare,aare
weissenau-neuhaus2020-08-1086,2020-08-10,86,352.0,130.0,0.0,0.485,0.0,1,0,160,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-08-10')",thunersee,aare,aare
weissenau-neuhaus2020-09-07106,2020-09-07,106,425.0,295.0,0.119,0.355,0.0,1,0,165,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-09-07')",thunersee,aare,aare
weissenau-neuhaus2020-10-09122,2020-10-09,122,368.0,75.0,0.015,0.145,0.0,1,0,130,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-10-09')",thunersee,aare,aare
weissenau-neuhaus2020-11-0676,2020-11-06,76,304.0,48.0,0.0,0.05,0.0,1,0,150,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-11-06')",thunersee,aare,aare
weissenau-neuhaus2020-12-08101,2020-12-08,101,475.0,50.0,0.0,0.08,0.0,1,0,80,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-12-08')",thunersee,aare,aare
weissenau-neuhaus2021-01-08124,2021-01-08,124,430.0,160.0,0.109,0.27,0.0,1,0,215,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2021-01-08')",thunersee,aare,aare
weissenau-neuhaus2021-02-0781,2021-02-07,81,390.0,1.9,0.001,0.002,0.0,1,0,170,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2021-02-07')",thunersee,aare,aare
weissenau-neuhaus2021-03-09105,2021-03-09,105,347.0,70.0,0.061,0.13,0.0,1,0,255,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2021-03-09')",thunersee,aare,aare
weissenau-neuhaus2021-04-0857,2021-04-08,57,86.0,48.0,0.0,0.05,0.0,1,0,105,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2021-04-08')",thunersee,aare,aare
wycheley2020-09-0718,2020-09-07,18,44.0,0.12,0.0,0.125,0.0,1,0,90,"[""HD""]",2020,True,wycheley,"('wycheley', '2020-09-07')",brienzersee,aare,aare
wycheley2020-11-0762,2020-11-07,62,372.0,1077.0,160.0,1.1,1.0,1,0,180,"[""HD""]",2020,True,wycheley,"('wycheley', '2020-11-07')",brienzersee,aare,aare
zuerichsee_richterswil_benkoem_22020-04-2128,2020-04-21,28,70.0,250.0,0.0,0.28,0.0,1,0,90,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-04-21')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-05-1825,2020-05-18,25,63.0,0.055,0.1,0.15,0.0,1,0,100,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-05-18')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-06-2340,2020-06-23,40,76.0,12.0,0.0,0.175,0.0,1,0,80,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-06-23')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-07-2335,2020-07-23,35,67.0,9.0,0.075,0.34,0.0,1,0,115,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-07-23')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-08-2535,2020-08-25,35,49.0,120.0,0.0,0.125,0.0,1,0,105,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-08-25')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-09-2439,2020-09-24,39,57.0,2.0,0.0,0.105,0.0,1,0,65,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-09-24')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-10-2636,2020-10-26,36,56.0,1.0,0.0,0.001,0.0,1,0,80,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-10-26')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-11-2133,2020-11-21,33,81.0,30.0,0.0,0.055,0.0,3,0,60,"[""HD"",""PRCS""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-11-21')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22020-12-1737,2020-12-17,37,134.0,5.0,0.0,0.08,0.0,1,1,45,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-12-17')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22021-01-21100,2021-01-21,100,100.0,40.0,0.0,0.71,0.0,1,0,60,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2021-01-21')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22021-02-1860,2021-02-18,60,240.0,10.0,0.0,0.1,0.0,1,0,45,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2021-02-18')",zurichsee,linth,linth
zuerichsee_richterswil_benkoem_22021-03-1837,2021-03-18,37,111.0,15.0,0.0,0.065,0.0,1,0,55,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2021-03-18')",zurichsee,linth,linth
zuerichsee_staefa_hennm2020-12-1711,2020-12-17,11,39.0,5.0,0.0,0.105,0.0,1,0,55,"[""HD""]",2020,True,zuerichsee_staefa_hennm,"('zuerichsee_staefa_hennm', '2020-12-17')",zurichsee,linth,linth
zuerichsee_waedenswil_colomboc_12020-11-2130,2020-11-21,30,45.0,96.0,0.0,0.1,0.0,1,0,65,"[""PRCS""]",2020,True,zuerichsee_waedenswil_colomboc_1,"('zuerichsee_waedenswil_colomboc_1', '2020-11-21')",zurichsee,linth,linth
zugerseecholler_cham_blarerm2020-11-2936,2020-11-29,36,180.0,100.0,0.0,0.3,0.3,1,1,60,"[""HD""]",2020,True,zugerseecholler_cham_blarerm,"('zugerseecholler_cham_blarerm', '2020-11-29')",zugersee,linth,linth
zugerseecholler_cham_blarerm2021-03-1330,2021-03-13,30,90.0,15.0,0.0,0.015,0.0,1,1,30,"[""HD""]",2020,True,zugerseecholler_cham_blarerm,"('zugerseecholler_cham_blarerm', '2021-03-13')",zugersee,linth,linth
zugerseecholler_cham_blarerm2021-04-1738,2021-04-17,38,142.0,30.0,0.0,0.031,0.0,1,0,50,"[""HD""]",2020,True,zugerseecholler_cham_blarerm,"('zugerseecholler_cham_blarerm', '2021-04-17')",zugersee,linth,linth
zurcher-strand2020-09-1124,2020-09-11,24,40.0,405.0,0.033,0.84,0.0,1,0,300,"[""HD""]",2020,True,zurcher-strand,"('zurcher-strand', '2020-09-11')",zurichsee,linth,linth
zurcher-strand2021-01-1033,2021-01-10,33,66.0,70.0,0.0,0.25,0.0,1,1,95,"[""HD""]",2020,True,zurcher-strand,"('zurcher-strand', '2021-01-10')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-03-2020,2020-03-20,20,70.0,25.0,0.12,0.75,0.0,1,0,150,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-03-20')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-04-2230,2020-04-22,30,60.0,80.0,0.0,0.2,0.0,1,0,60,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-04-22')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-05-2237,2020-05-22,37,113.0,0.06,0.012,0.125,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-05-22')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-06-2330,2020-06-23,30,40.0,1.0,0.0,0.059,0.0,1,0,80,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-06-23')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-07-2326,2020-07-23,26,56.0,1.0,0.416,0.1,0.0,1,0,120,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-07-23')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-08-2519,2020-08-25,19,40.0,5.0,0.17,0.05,0.0,1,0,100,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-08-25')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-09-1829,2020-09-18,29,45.0,60.0,0.059,0.375,0.0,1,0,100,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-09-18')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-10-2639,2020-10-26,39,60.0,140.0,0.0,0.62,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-10-26')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-11-2145,2020-11-21,45,66.0,1.0,0.0,0.239,0.0,1,0,75,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-11-21')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2020-12-2252,2020-12-22,52,110.0,457.0,0.0,0.54,0.0,1,0,85,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-12-22')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2021-01-2417,2021-01-24,17,45.0,60.0,0.0,0.44,0.0,1,1,90,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2021-01-24')",zurichsee,linth,linth
zurichsee_kusnachterhorn_thirkell-whitej2021-02-1850,2021-02-18,50,155.0,80.0,0.281,0.21,0.0,1,0,140,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2021-02-18')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-03-1165,2020-03-11,65,384.0,100.0,0.0,0.5,0.0,1,0,150,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-03-11')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-04-1843,2020-04-18,43,262.0,450.0,0.001,0.6,0.0,1,0,135,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-04-18')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-05-1254,2020-05-12,54,350.0,100.0,0.0,0.334,0.0,1,0,135,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-05-12')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-06-1267,2020-06-12,67,322.0,125.0,0.0,0.19,0.0,1,0,120,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-06-12')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-07-1365,2020-07-13,65,309.0,80.0,0.0,0.14,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-07-13')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-08-1360,2020-08-13,60,298.0,60.0,0.0,0.225,0.0,1,0,110,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-08-13')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-09-1170,2020-09-11,70,379.0,200.0,0.0,0.26,0.0,1,0,130,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-09-11')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-10-1366,2020-10-13,66,312.0,70.0,0.0,0.075,0.0,1,0,90,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-10-13')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-11-1273,2020-11-12,73,363.0,50.0,0.0,0.26,0.0,2,0,120,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-11-12')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2020-12-1068,2020-12-10,68,340.0,80.0,0.0,0.16,0.0,1,1,55,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2020-12-10')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2021-01-1042,2021-01-10,42,231.0,30.0,0.0,0.21,0.0,1,1,50,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2021-01-10')",zurichsee,linth,linth
zurichsee_wollishofen_langendorfm2021-02-1266,2021-02-12,66,371.0,79.0,0.0,0.08,0.0,1,0,80,"[""HD""]",2020,True,zurichsee_wollishofen_langendorfm,"('zurichsee_wollishofen_langendorfm', '2021-02-12')",zurichsee,linth,linth
quai-maria-belgia2021-01-3144,2021-01-31,0,0.0,0.0,0.0,0.0,0.0,1,0,60,['HD'],2020,True,quai-maria-belgia,"('quai-maria-belgia', '2021-01-31')",lac-leman,rhone,rhone
quai-maria-belgia2021-02-2844,2021-02-28,0,0.0,0.0,0.0,0.0,0.0,1,0,60,['HD'],2020,True,quai-maria-belgia,"('quai-maria-belgia', '2021-02-28')",lac-leman,rhone,rhone
