slug,location,latitude,longitude,post,country,water,water_name,city_slug,water_name_slug,is_2020,city,bfsnum,population,streets,intersects,river_bassin,industrial,residential,government,agg_buildings,unk_building,roads,railways,airports,special,recreational,orchards,vineyards,horticulture,arable,meadows,farmpastures,alpinemeadows,aplinepasteurs,closed_forest,open_forest,brush_forest,woods,lakes,rivers,unproductive,bareland,glaciers,luse_total,water_value,adjusted_land_use,part_industrial,part_residential,part_government,part_agg_buildings,part_unk_building,part_roads,part_railways,part_airports,part_special,part_recreational,part_orchards,part_vineyards,part_horticulture,part_arable,part_meadows,part_farmpastures,part_alpinemeadows,part_aplinepasteurs,part_closed_forest,part_open_forest,part_brush_forest,part_woods,part_lakes,part_rivers,part_unproductive,part_bareland,part_glaciers,% to buildings,% to trans,% to recreation,% to agg,% to woods,% to water,% to unproductive,is_slr,is_mcbp,both
clean-up-tour-airolo,clean-up-tour-airolo,46.514257,8.607884,6768,CH,r,Alpes Lépontines,airolo,alpes-lepontines,True,Airolo,5061.0,1501.0,51349.0,0.0,les-alpes,4.0,2.0,2.0,2.0,3.0,29.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,3.0,135.0,200.0,29.0,76.0,11.0,0.0,6.0,120.0,19.0,0.0,704.0,6.0,698.0,0.0057306590257879654,0.0028653295128939827,0.0028653295128939827,0.0028653295128939827,0.004297994269340974,0.04154727793696275,0.0028653295128939827,0.0,0.008595988538681949,0.0,0.0,0.0,0.0,0.0,0.03008595988538682,0.04871060171919771,0.004297994269340974,0.19340974212034384,0.28653295128939826,0.04154727793696275,0.10888252148997135,0.015759312320916905,0.0,0.008595988538681949,0.17191977077363896,0.027220630372492838,0.0,0.027220630372492834,0.044412607449856735,0.0,0.2722063037249284,0.4570200573065903,0.008595988538681949,0.1991404011461318,False,False,False
clean-up-tour-andermatt,clean-up-tour-andermatt,46.618327,8.598803,6490,CH,r,Alpes Uranaises,andermatt,alpes-uranaises,True,Andermatt,1202.0,1390.0,22019.0,0.0,les-alpes,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,156.0,17.0,2.0,157.0,0.0,0.0,7.0,226.0,125.0,0.0,707.0,7.0,700.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.007142857142857143,0.0,0.22285714285714286,0.024285714285714285,0.002857142857142857,0.22428571428571428,0.0,0.0,0.01,0.32285714285714284,0.17857142857142858,0.0,0.0,0.002857142857142857,0.0,0.2442857142857143,0.25142857142857145,0.01,0.5014285714285714,False,False,False
clean-up-tour-charmey,clean-up-tour-charmey,46.622641,7.189341,1637,CH,r,Préalpes Fribourgeoises,val-de-charmey,prealpes-fribourgeoises,True,Val-de-Charmey,2163.0,2483.0,36786.0,0.0,les-alpes,3.0,17.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,8.0,1.0,239.0,274.0,40.0,0.0,28.0,0.0,3.0,18.0,1.0,0.0,705.0,3.0,702.0,0.004273504273504274,0.024216524216524215,0.0014245014245014246,0.002849002849002849,0.0,0.002849002849002849,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.08831908831908832,0.011396011396011397,0.0014245014245014246,0.34045584045584043,0.3903133903133903,0.05698005698005698,0.0,0.039886039886039885,0.0,0.004273504273504274,0.02564102564102564,0.0014245014245014246,0.0,0.04131054131054131,0.002849002849002849,0.0,0.44017094017094016,0.48860398860398857,0.004273504273504274,0.027065527065527065,False,False,False
clean-up-tour-grindelwald,clean-up-tour-Grindelwald,46.658523,8.065323,3818,CH,r,Alpes Bernoises,grindelwald,alpes-bernoises,True,Grindelwald,576.0,3802.0,34188.0,0.0,les-alpes,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,466.0,24.0,10.0,7.0,28.0,0.0,10.0,43.0,39.0,0.0,709.0,10.0,699.0,0.0,0.001430615164520744,0.0,0.002861230329041488,0.001430615164520744,0.011444921316165951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10014306151645208,0.6666666666666666,0.034334763948497854,0.01430615164520744,0.010014306151645207,0.04005722460658083,0.0,0.01430615164520744,0.06151645207439199,0.055793991416309016,0.0,0.005722460658082976,0.011444921316165951,0.0,0.6666666666666666,0.1988555078683834,0.01430615164520744,0.11731044349070101,False,False,False
clean-up-tour-la-berra,clean-up-tour-la-berra,46.677399,7.178738,1634,CH,r,Préalpes Fribourgeoises,la-roche,prealpes-fribourgeoises,True,La Roche,2149.0,1711.0,26591.0,0.0,les-alpes,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,237.0,304.0,77.0,5.0,32.0,0.0,0.0,28.0,3.0,0.0,705.0,0.0,705.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.005673758865248227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019858156028368795,0.33617021276595743,0.43120567375886526,0.10921985815602837,0.0070921985815602835,0.04539007092198582,0.0,0.0,0.03971631205673759,0.00425531914893617,0.0,0.0014184397163120568,0.005673758865248227,0.0,0.33617021276595743,0.6127659574468085,0.0,0.04397163120567376,False,False,False
clean-up-tour-la-robella,clean-up-tour-la-robella,46.875905,6.548577,2115,CH,r,Massif du Jura,val-de-travers,massif-du-jura,True,Val-de-Travers,6512.0,10668.0,52625.0,0.0,les-alpes,5.0,8.0,0.0,0.0,2.0,9.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,13.0,9.0,0.0,218.0,358.0,34.0,0.0,35.0,0.0,3.0,0.0,0.0,0.0,710.0,3.0,707.0,0.007072135785007072,0.011315417256011316,0.0,0.0,0.002828854314002829,0.01272984441301273,0.0014144271570014145,0.0,0.008486562942008486,0.0014144271570014145,0.0,0.0,0.0,0.011315417256011316,0.018387553041018388,0.01272984441301273,0.0,0.30834512022630833,0.5063649222065064,0.04809052333804809,0.0,0.04950495049504951,0.0,0.004243281471004243,0.0,0.0,0.0,0.0297029702970297,0.014144271570014145,0.0014144271570014145,0.3507779349363508,0.603960396039604,0.004243281471004243,0.0,False,False,False
clean-up-tour-la-tzoumaz,clean-up-tour-la-tzoumaz,46.144287,7.232897,1918,CH,r,Alpes Valaisannes,riddes,alpes-valaisannes,True,Riddes,6139.0,3133.0,74080.0,0.0,les-alpes,0.0,83.0,3.0,3.0,1.0,28.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,85.0,69.0,307.0,63.0,0.0,30.0,0.0,0.0,5.0,3.0,0.0,705.0,0.0,705.0,0.0,0.11773049645390071,0.00425531914893617,0.00425531914893617,0.0014184397163120568,0.03971631205673759,0.0,0.0,0.00425531914893617,0.0028368794326241137,0.0,0.0,0.0,0.0,0.02695035460992908,0.0014184397163120568,0.12056737588652482,0.09787234042553192,0.43546099290780144,0.08936170212765958,0.0,0.0425531914893617,0.0,0.0,0.0070921985815602835,0.00425531914893617,0.0,0.1319148936170213,0.03971631205673759,0.0028368794326241137,0.12624113475177307,0.6879432624113475,0.0,0.011347517730496453,False,False,False
clean-up-tour-les-diablerets,clean-up-tour-les-diablerets,46.346141,7.151228,1865,CH,r,Alpes Vaudoises,ormont-dessus,alpes-vaudoises,True,Ormont-Dessus,5411.0,1448.0,63782.0,0.0,les-alpes,1.0,81.0,1.0,4.0,4.0,30.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,116.0,28.0,0.0,40.0,321.0,29.0,0.0,28.0,0.0,8.0,3.0,2.0,0.0,709.0,8.0,701.0,0.0014265335235378032,0.11554921540656206,0.0014265335235378032,0.005706134094151213,0.005706134094151213,0.042796005706134094,0.0028530670470756064,0.0,0.007132667617689016,0.008559201141226819,0.0,0.0,0.0,0.0,0.16547788873038516,0.039942938659058486,0.0,0.05706134094151213,0.4579172610556348,0.04136947218259629,0.0,0.039942938659058486,0.0,0.011412268188302425,0.0042796005706134095,0.0028530670470756064,0.0,0.1369472182596291,0.0456490727532097,0.008559201141226819,0.2624821683309558,0.5392296718972895,0.011412268188302425,0.007132667617689016,False,False,False
clean-up-tour-les-paccots,clean-up-tour-les-paccots,46.512592,6.949421,1619,CH,r,Préalpes Fribourgeoises,chatel-saint-denis,prealpes-fribourgeoises,True,Châtel-Saint-Denis,2325.0,6971.0,35501.0,0.0,les-alpes,0.0,48.0,0.0,0.0,2.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,7.0,1.0,179.0,356.0,44.0,0.0,29.0,1.0,6.0,1.0,4.0,0.0,709.0,7.0,702.0,0.0,0.06837606837606838,0.0,0.0,0.002849002849002849,0.021367521367521368,0.0,0.0,0.002849002849002849,0.0014245014245014246,0.0,0.0,0.0,0.0,0.018518518518518517,0.009971509971509971,0.0014245014245014246,0.254985754985755,0.5071225071225072,0.06267806267806268,0.0,0.04131054131054131,0.0014245014245014246,0.008547008547008548,0.0014245014245014246,0.005698005698005698,0.0,0.07407407407407407,0.021367521367521368,0.0014245014245014246,0.2834757834757835,0.6125356125356126,0.009971509971509973,0.007122507122507123,False,False,False
clean-up-tour-san-bernardino,clean-up-tour-san-bernardino,46.445947,9.191344,6565,CH,r,Alpes Lépontines,mesocco,alpes-lepontines,True,Mesocco,3822.0,1347.0,43273.0,0.0,les-alpes,0.0,13.0,0.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,1.0,38.0,283.0,111.0,21.0,44.0,38.0,6.0,71.0,10.0,0.0,710.0,44.0,666.0,0.0,0.01951951951951952,0.0,0.0015015015015015015,0.0,0.028528528528528527,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.03453453453453453,0.04504504504504504,0.0015015015015015015,0.057057057057057055,0.42492492492492495,0.16666666666666666,0.03153153153153153,0.06606606606606606,0.057057057057057055,0.009009009009009009,0.1066066066066066,0.015015015015015015,0.0,0.022522522522522525,0.028528528528528527,0.0,0.13663663663663664,0.6906906906906907,0.06606606606606606,0.12162162162162161,False,False,False
clean-up-tour-val-calanca,clean-up-tour-val-calanca,46.330718,9.120103,6546,CH,r,Alpes Lépontines,calanca,alpes-lepontines,True,Calanca,3837.0,199.0,38365.0,0.0,les-alpes,0.0,12.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,4.0,5.0,451.0,60.0,14.0,43.0,0.0,18.0,18.0,15.0,0.0,709.0,18.0,691.0,0.0,0.017366136034732273,0.0,0.002894356005788712,0.0,0.01881331403762663,0.0,0.0,0.001447178002894356,0.0,0.0,0.0,0.0,0.0,0.060781476121562955,0.015918958031837915,0.005788712011577424,0.00723589001447178,0.6526772793053546,0.08683068017366136,0.020260492040520984,0.06222865412445731,0.0,0.02604920405209841,0.02604920405209841,0.02170767004341534,0.0,0.02170767004341534,0.01881331403762663,0.0,0.08393632416787265,0.8277858176555716,0.02604920405209841,0.04775687409551375,False,False,False
clean-up-tour-vercorin,clean-up-tour-vercorin,46.229296,7.529154,3967,CH,r,Alpes Valaisannes,chalais,alpes-valaisannes,False,Chalais,6232.0,3525.0,33012.0,0.0,les-alpes,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,359.0,67.0,2.0,35.0,0.0,0.0,76.0,19.0,0.0,709.0,0.0,709.0,0.0,0.0,0.0,0.0014104372355430183,0.0,0.009873060648801129,0.0,0.0,0.0,0.0014104372355430183,0.0,0.0,0.0,0.0,0.0,0.0,0.0014104372355430183,0.19887165021156558,0.5063469675599436,0.09449929478138223,0.0028208744710860366,0.04936530324400564,0.0,0.0,0.1071932299012694,0.02679830747531735,0.0,0.0014104372355430183,0.009873060648801129,0.0014104372355430183,0.19887165021156558,0.6544428772919605,0.0,0.13399153737658676,False,False,False
clean-up-tour-villars,clean-up-tour-villars,46.321937,7.073841,1884,CH,r,Alpes Vaudoises,ollon,alpes-vaudoises,True,Ollon,5409.0,7463.0,38704.0,0.0,les-alpes,0.0,2.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,93.0,78.0,65.0,41.0,7.0,0.0,74.0,6.0,0.0,702.0,7.0,695.0,0.0,0.0028776978417266188,0.0014388489208633094,0.0028776978417266188,0.0,0.007194244604316547,0.0014388489208633094,0.0,0.0014388489208633094,0.050359712230215826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418705035971223,0.13381294964028778,0.11223021582733812,0.09352517985611511,0.058992805755395686,0.010071942446043165,0.0,0.10647482014388489,0.008633093525179856,0.0,0.008633093525179856,0.008633093525179856,0.050359712230215826,0.418705035971223,0.3985611510791367,0.010071942446043165,0.11510791366906474,False,False,False
cudrefin-alternate,Cudrefin alternate,46.96397,7.027448,1588,CH,l,Neuenburgersee,cudrefin,neuenburgersee,False,Cudrefin,5456.0,1633.0,37198.0,6.0,aare,2.0,30.0,2.0,6.0,1.0,12.0,0.0,0.0,6.0,15.0,5.0,0.0,5.0,181.0,9.0,9.0,0.0,0.0,65.0,6.0,0.0,1.0,314.0,1.0,36.0,0.0,0.0,706.0,315.0,391.0,0.005115089514066497,0.07672634271099744,0.005115089514066497,0.015345268542199489,0.0025575447570332483,0.030690537084398978,0.0,0.0,0.015345268542199489,0.03836317135549872,0.01278772378516624,0.0,0.01278772378516624,0.4629156010230179,0.023017902813299233,0.023017902813299233,0.0,0.0,0.16624040920716113,0.015345268542199489,0.0,0.0025575447570332483,0.80306905370844,0.0025575447570332483,0.09207161125319693,0.0,0.0,0.12020460358056267,0.030690537084398978,0.03836317135549872,0.5345268542199487,0.18414322250639387,0.8056265984654732,0.09207161125319693,False,False,False
cully-plage,Cully plage,46.4888866,6.7413961,1096,CH,l,Lac Léman,bourg-en-lavaux,lac-leman,True,Bourg-en-Lavaux,5613.0,5369.0,62762.0,11.0,rhone,1.0,29.0,1.0,2.0,2.0,46.0,8.0,0.0,2.0,2.0,9.0,206.0,0.0,3.0,16.0,30.0,0.0,0.0,41.0,2.0,0.0,13.0,294.0,1.0,0.0,1.0,0.0,709.0,295.0,414.0,0.0024154589371980675,0.07004830917874397,0.0024154589371980675,0.004830917874396135,0.004830917874396135,0.1111111111111111,0.01932367149758454,0.0,0.004830917874396135,0.004830917874396135,0.021739130434782608,0.4975845410628019,0.0,0.007246376811594203,0.03864734299516908,0.07246376811594203,0.0,0.0,0.09903381642512077,0.004830917874396135,0.0,0.03140096618357488,0.7101449275362319,0.0024154589371980675,0.0,0.0024154589371980675,0.0,0.08937198067632848,0.13043478260869565,0.004830917874396135,0.6376811594202898,0.13526570048309178,0.71256038647343,0.0024154589371980675,False,False,False
delta-park,Delta park,46.720078,7.635304,3645,CH,l,Thunersee,spiez,thunersee,True,Spiez,768.0,12812.0,56675.0,5.0,aare,27.0,53.0,6.0,5.0,10.0,39.0,8.0,0.0,4.0,6.0,0.0,0.0,0.0,41.0,35.0,26.0,0.0,0.0,85.0,0.0,0.0,3.0,326.0,15.0,18.0,0.0,0.0,707.0,341.0,366.0,0.07377049180327869,0.1448087431693989,0.01639344262295082,0.01366120218579235,0.0273224043715847,0.10655737704918032,0.02185792349726776,0.0,0.01092896174863388,0.01639344262295082,0.0,0.0,0.0,0.11202185792349727,0.09562841530054644,0.07103825136612021,0.0,0.0,0.23224043715846995,0.0,0.0,0.00819672131147541,0.8907103825136612,0.040983606557377046,0.04918032786885246,0.0,0.0,0.28688524590163933,0.1284153005464481,0.01639344262295082,0.2786885245901639,0.24043715846994537,0.9316939890710383,0.04918032786885246,False,False,False
detligen-kraftwerk,detligen kraftwerk,47.00545,7.244617,3036,CH,r,Aare,detligen,aare,False,Radelfingen,309.0,1285.0,67411.0,0.0,aare,1.0,15.0,0.0,13.0,0.0,11.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,257.0,33.0,51.0,0.0,0.0,212.0,26.0,0.0,4.0,37.0,26.0,10.0,0.0,0.0,709.0,63.0,646.0,0.0015479876160990713,0.02321981424148607,0.0,0.020123839009287926,0.0,0.017027863777089782,0.0,0.0,0.0030959752321981426,0.006191950464396285,0.009287925696594427,0.0,0.0015479876160990713,0.3978328173374613,0.05108359133126935,0.07894736842105263,0.0,0.0,0.3281733746130031,0.04024767801857585,0.0,0.006191950464396285,0.05727554179566564,0.04024767801857585,0.015479876160990712,0.0,0.0,0.04798761609907121,0.017027863777089782,0.006191950464396285,0.5386996904024768,0.3746130030959753,0.09752321981424149,0.015479876160990712,False,False,False
emme_biberist_jennim,emme_biberist_jennim,47.1692208,7.5589948,4562,CH,r,Emme,biberist,emme,False,Biberist,2513.0,8568.0,102898.0,0.0,aare,57.0,132.0,7.0,5.0,16.0,33.0,6.0,0.0,6.0,16.0,7.0,0.0,11.0,160.0,15.0,27.0,0.0,0.0,166.0,9.0,0.0,11.0,1.0,22.0,2.0,0.0,0.0,709.0,23.0,686.0,0.08309037900874636,0.1924198250728863,0.01020408163265306,0.007288629737609329,0.023323615160349854,0.048104956268221574,0.008746355685131196,0.0,0.008746355685131196,0.023323615160349854,0.01020408163265306,0.0,0.016034985422740525,0.23323615160349853,0.021865889212827987,0.03935860058309038,0.0,0.0,0.24198250728862974,0.013119533527696793,0.0,0.016034985422740525,0.0014577259475218659,0.03206997084548105,0.0029154518950437317,0.0,0.0,0.32507288629737613,0.05685131195335277,0.023323615160349854,0.3206997084548105,0.27113702623906705,0.033527696793002916,0.0029154518950437317,True,False,False
emme_luterbach_huggenbergerk,emme_luterbach_huggenbergerk,47.2119442,7.5740144,4528,CH,r,Emme,zuchwil,emme,False,Zuchwil,2534.0,8962.0,113124.0,0.0,aare,45.0,124.0,6.0,4.0,7.0,73.0,9.0,0.0,38.0,28.0,4.0,0.0,6.0,206.0,20.0,21.0,0.0,0.0,69.0,3.0,0.0,10.0,0.0,34.0,0.0,0.0,0.0,707.0,34.0,673.0,0.06686478454680535,0.18424962852897475,0.008915304606240713,0.005943536404160475,0.010401188707280832,0.10846953937592868,0.01337295690936107,0.0,0.05646359583952452,0.041604754829123326,0.005943536404160475,0.0,0.008915304606240713,0.3060921248142645,0.029717682020802376,0.031203566121842496,0.0,0.0,0.1025260029717682,0.004457652303120356,0.0,0.014858841010401188,0.0,0.05052005943536404,0.0,0.0,0.0,0.33283803863298667,0.12184249628528974,0.041604754829123326,0.3818722139673106,0.12184249628528974,0.05052005943536404,0.0,True,False,False
emme_utzenstorf_gruttert,Emme_Utzenstorf_Grüttert,47.123696,7.539627,3427,CH,r,Emme,utzenstorf,emme,False,Utzenstorf,552.0,4333.0,82111.0,0.0,aare,10.0,84.0,5.0,20.0,6.0,23.0,1.0,0.0,4.0,10.0,13.0,0.0,0.0,285.0,30.0,56.0,0.0,0.0,124.0,11.0,0.0,11.0,0.0,12.0,0.0,0.0,0.0,705.0,12.0,693.0,0.01443001443001443,0.12121212121212122,0.007215007215007215,0.02886002886002886,0.008658008658008658,0.03318903318903319,0.001443001443001443,0.0,0.005772005772005772,0.01443001443001443,0.01875901875901876,0.0,0.0,0.41125541125541126,0.04329004329004329,0.08080808080808081,0.0,0.0,0.17893217893217894,0.015873015873015872,0.0,0.015873015873015872,0.0,0.017316017316017316,0.0,0.0,0.0,0.18614718614718614,0.03463203463203463,0.01443001443001443,0.5541125541125541,0.2106782106782107,0.017316017316017316,0.0,True,False,False
erlach-camping-strand,Erlach camping strand,47.047159,7.097854,3235,CH,l,Bielersee,erlach,bielersee,True,Erlach,492.0,1385.0,38782.0,7.0,aare,3.0,26.0,2.0,5.0,4.0,13.0,0.0,0.0,1.0,16.0,5.0,11.0,6.0,77.0,9.0,12.0,0.0,0.0,35.0,12.0,0.0,5.0,426.0,0.0,37.0,0.0,0.0,705.0,426.0,279.0,0.010752688172043012,0.0931899641577061,0.007168458781362007,0.017921146953405017,0.014336917562724014,0.04659498207885305,0.0,0.0,0.0035842293906810036,0.05734767025089606,0.017921146953405017,0.03942652329749104,0.021505376344086023,0.27598566308243727,0.03225806451612903,0.043010752688172046,0.0,0.0,0.12544802867383512,0.043010752688172046,0.0,0.017921146953405017,1.5268817204301075,0.0,0.13261648745519714,0.0,0.0,0.14695340501792115,0.04659498207885305,0.05734767025089606,0.43010752688172044,0.18637992831541217,1.5268817204301075,0.13261648745519714,False,False,False
evole-plage,Evole plage,46.989477,6.92392,2000,CH,l,Neuenburgersee,neuchatel,neuenburgersee,True,Neuchâtel,6458.0,33489.0,113865.0,1.0,aare,9.0,103.0,20.0,0.0,27.0,75.0,17.0,0.0,8.0,34.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,91.0,1.0,0.0,3.0,302.0,1.0,1.0,0.0,0.0,702.0,303.0,399.0,0.022556390977443608,0.2581453634085213,0.05012531328320802,0.0,0.06766917293233082,0.18796992481203006,0.042606516290726815,0.0,0.020050125313283207,0.08521303258145363,0.0,0.002506265664160401,0.002506265664160401,0.005012531328320802,0.010025062656641603,0.005012531328320802,0.0,0.0,0.22807017543859648,0.002506265664160401,0.0,0.007518796992481203,0.7568922305764411,0.002506265664160401,0.002506265664160401,0.0,0.0,0.41854636591478694,0.23057644110275688,0.08521303258145363,0.02506265664160401,0.23809523809523808,0.7593984962406015,0.002506265664160401,False,False,False
flibach-river-right-bank,Flibach River Right bank,47.133742,9.105461,8872,CH,l,Walensee,weesen,walensee,True,Weesen,3316.0,1724.0,61551.0,8.0,linth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
foce-del-cassarate,Foce del Cassarate,46.002411,8.961477,6900,CH,r,Cassarate,lugano,cassarate,True,Lugano,5192.0,63185.0,86177.0,5.0,ticino,2.0,125.0,30.0,0.0,67.0,77.0,7.0,0.0,11.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,336.0,2.0,0.0,0.0,0.0,707.0,338.0,369.0,0.005420054200542005,0.33875338753387535,0.08130081300813008,0.0,0.18157181571815717,0.2086720867208672,0.018970189701897018,0.0,0.02981029810298103,0.08130081300813008,0.005420054200542005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037940379403794036,0.0027100271002710027,0.0,0.008130081300813009,0.9105691056910569,0.005420054200542005,0.0,0.0,0.0,0.6368563685636857,0.22764227642276422,0.08130081300813008,0.005420054200542005,0.04878048780487805,0.9159891598915989,0.0,False,False,False
gals-reserve,Gals reserve,47.0462719,7.0850075,3238,CH,l,Bielersee,gals,bielersee,True,Gals,494.0,827.0,58522.0,7.0,aare,4.0,28.0,5.0,7.0,5.0,22.0,0.0,0.0,4.0,24.0,5.0,13.0,0.0,134.0,12.0,28.0,0.0,0.0,103.0,19.0,0.0,8.0,267.0,9.0,12.0,0.0,0.0,709.0,276.0,433.0,0.009237875288683603,0.06466512702078522,0.011547344110854504,0.016166281755196306,0.011547344110854504,0.050808314087759814,0.0,0.0,0.009237875288683603,0.05542725173210162,0.011547344110854504,0.03002309468822171,0.0,0.3094688221709007,0.02771362586605081,0.06466512702078522,0.0,0.0,0.23787528868360278,0.04387990762124711,0.0,0.018475750577367205,0.6166281755196305,0.020785219399538105,0.02771362586605081,0.0,0.0,0.12240184757505775,0.050808314087759814,0.05542725173210162,0.443418013856813,0.30023094688221713,0.6374133949191686,0.02771362586605081,False,False,False
gerra-gambarogno,gerra-gambarogno,46.123366,8.785786,6576,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398.0,5192.0,32580.0,17.0,ticino,0.0,45.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,255.0,13.0,0.0,11.0,359.0,1.0,2.0,0.0,0.0,708.0,360.0,348.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.034482758620689655,0.008620689655172414,0.0,0.0028735632183908046,0.0,0.0028735632183908046,0.0,0.0,0.0,0.0,0.0028735632183908046,0.005747126436781609,0.005747126436781609,0.7327586206896551,0.03735632183908046,0.0,0.031609195402298854,1.0316091954022988,0.0028735632183908046,0.005747126436781609,0.0,0.0,0.13218390804597702,0.04310344827586207,0.0,0.011494252873563218,0.8074712643678161,1.0344827586206895,0.005747126436781609,False,False,False
glatt_oerlikon_covosn,glatt_oerlikon_covosN,47.4167691,8.566712,8152,CH,r,Glatt,opfikon,glatt,False,Opfikon,66.0,20361.0,161469.0,0.0,rhine,36.0,231.0,29.0,2.0,32.0,160.0,23.0,0.0,32.0,81.0,0.0,0.0,1.0,29.0,9.0,10.0,0.0,0.0,18.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,0.0,708.0,7.0,701.0,0.05135520684736091,0.32952924393723254,0.04136947218259629,0.0028530670470756064,0.0456490727532097,0.2282453637660485,0.03281027104136947,0.0,0.0456490727532097,0.11554921540656206,0.0,0.0,0.0014265335235378032,0.04136947218259629,0.012838801711840228,0.014265335235378032,0.0,0.0,0.025677603423680456,0.0,0.0,0.011412268188302425,0.0028530670470756064,0.007132667617689016,0.0,0.0,0.0,0.5164051355206848,0.261055634807418,0.11554921540656206,0.06990014265335236,0.03708987161198288,0.009985734664764621,0.0,True,False,False
goldach_goldach_schlachterj,goldach_goldach_schlachterj,47.4739111,9.4593094,9403,CH,r,Goldach,goldach,goldach,False,Goldach,3213.0,9269.0,109147.0,0.0,rhine,49.0,112.0,11.0,8.0,9.0,73.0,7.0,0.0,12.0,19.0,31.0,2.0,11.0,46.0,121.0,53.0,0.0,0.0,108.0,9.0,0.0,7.0,5.0,5.0,6.0,0.0,0.0,704.0,10.0,694.0,0.07060518731988473,0.16138328530259366,0.01585014409221902,0.011527377521613832,0.012968299711815562,0.10518731988472622,0.010086455331412104,0.0,0.01729106628242075,0.027377521613832854,0.0446685878962536,0.002881844380403458,0.01585014409221902,0.06628242074927954,0.17435158501440923,0.07636887608069164,0.0,0.0,0.15561959654178675,0.012968299711815562,0.0,0.010086455331412104,0.007204610951008645,0.007204610951008645,0.008645533141210375,0.0,0.0,0.2896253602305476,0.11527377521613832,0.027377521613832854,0.3804034582132565,0.17867435158501443,0.01440922190201729,0.008645533141210375,True,False,False
