OBJECTID,EDGELEVEL,TOLL,LTN,MED,RST,UUID,OBJVAL,left,top,right,bottom,length,hex_id
"18410",1,Keine Gebühr,"1",Without median,Unpaved,{CB6A0C14-0AB5-4038-AC98-8E76684A5080},Fussweg,2645638.699700121302158,1195937.262499999953434,2646216.049969310872257,1195437.262499999953434,"362","163741"
"18410",1,Keine Gebühr,"1",Without median,Unpaved,{CB6A0C14-0AB5-4038-AC98-8E76684A5080},Fussweg,2645638.699700121302158,1195437.262499999953434,2646216.049969310872257,1194937.262499999953434,"350","163742"
"18410",1,Keine Gebühr,"1",Without median,Unpaved,{CB6A0C14-0AB5-4038-AC98-8E76684A5080},Fussweg,2646071.712402013596147,1196187.262499999953434,2646649.062671203166246,1195687.262499999953434,"191","164182"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2639576.521873630117625,1193437.262499999953434,2640153.872142819687724,1192937.262499999953434,"283","157558"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2640009.534575522411615,1194187.262499999953434,2640586.884844711981714,1193687.262499999953434,"328","157998"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2640009.534575522411615,1193687.262499999953434,2640586.884844711981714,1193187.262499999953434,"545","157999"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2640442.547277414705604,1194937.262499999953434,2641019.897546603810042,1194437.262499999953434,"388","158439"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2640442.547277414705604,1194437.262499999953434,2641019.897546603810042,1193937.262499999953434,"532","158440"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2640875.559979306533933,1195187.262499999953434,2641452.910248496104032,1194687.262499999953434,"531","158880"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2641308.572681198827922,1195437.262499999953434,2641885.922950388398021,1194937.262499999953434,"521","159322"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2641741.585383091121912,1196187.262499999953434,2642318.935652280692011,1195687.262499999953434,"351","159762"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2641741.585383091121912,1195687.262499999953434,2642318.935652280692011,1195187.262499999953434,"470","159763"
"18411",1,Keine Gebühr,"1",Without median,Unpaved,{A0FDCB1C-F65F-4567-8F42-E6F1EFDC517F},Fussweg,2642174.598084983415902,1196437.262499999953434,2642751.948354172520339,1195937.262499999953434,"896","160204"
"18417",1,Keine Gebühr,"1",Without median,Unpaved,{CC21578C-9BD4-4E02-ADEA-F9EB7A534355},Fussweg,2604935.505722252652049,1195937.262499999953434,2605512.855991442687809,1195437.262499999953434,"287","122193"
"18417",1,Keine Gebühr,"1",Without median,Unpaved,{CC21578C-9BD4-4E02-ADEA-F9EB7A534355},Fussweg,2604935.505722252652049,1195437.262499999953434,2605512.855991442687809,1194937.262499999953434,"76","122194"
"18417",1,Keine Gebühr,"1",Without median,Unpaved,{CC21578C-9BD4-4E02-ADEA-F9EB7A534355},Fussweg,2605368.518424144946039,1195687.262499999953434,2605945.868693334516138,1195187.262499999953434,"189","122635"
"18430",1,Keine Gebühr,"1",Without median,Unpaved,{438FDB1B-D227-45E7-BD03-EB12C1B3DDCD},Fussweg,2632648.318643354810774,1205437.262499999953434,2633225.668912544380873,1204937.262499999953434,"400","150462"
"18431",1,Keine Gebühr,"1",Without median,Unpaved,{878416FE-92D4-4F09-812F-357727F83F4C},Fussweg,2628318.191624432336539,1205437.262499999953434,2628895.541893621906638,1204937.262499999953434,"383","146042"
"18431",1,Keine Gebühr,"1",Without median,Unpaved,{878416FE-92D4-4F09-812F-357727F83F4C},Fussweg,2628318.191624432336539,1204937.262499999953434,2628895.541893621906638,1204437.262499999953434,"89","146043"
"18432",1,Keine Gebühr,"1",Without median,Unpaved,{39569E7F-D0D4-48F5-BDEB-98D9176134CD},Fussweg,2623988.064605510327965,1193937.262499999953434,2624565.414874699898064,1193437.262499999953434,"104","141645"
"18432",1,Keine Gebühr,"1",Without median,Unpaved,{39569E7F-D0D4-48F5-BDEB-98D9176134CD},Fussweg,2623988.064605510327965,1193437.262499999953434,2624565.414874699898064,1192937.262499999953434,"592","141646"
"18432",1,Keine Gebühr,"1",Without median,Unpaved,{39569E7F-D0D4-48F5-BDEB-98D9176134CD},Fussweg,2624421.077307402621955,1193187.262499999953434,2624998.427576592192054,1192687.262499999953434,"62","142088"
"18433",1,Keine Gebühr,"1",Without median,Unpaved,{292EADE1-A65C-4FB2-8916-4C9E60E55C50},Fussweg,2639143.509171737823635,1193187.262499999953434,2639720.859440927393734,1192687.262499999953434,"385","157116"
"18433",1,Keine Gebühr,"1",Without median,Unpaved,{292EADE1-A65C-4FB2-8916-4C9E60E55C50},Fussweg,2639576.521873630117625,1193437.262499999953434,2640153.872142819687724,1192937.262499999953434,"251","157558"
"18434",1,Keine Gebühr,"1",Without median,Unpaved,{41FAFA77-93EA-410B-8CC3-018134C0EA56},Fussweg,2640875.559979306533933,1192187.262499999953434,2641452.910248496104032,1191687.262499999953434,"226","158886"
"18434",1,Keine Gebühr,"1",Without median,Unpaved,{41FAFA77-93EA-410B-8CC3-018134C0EA56},Fussweg,2641308.572681198827922,1192437.262499999953434,2641885.922950388398021,1191937.262499999953434,"373","159328"
"18435",1,Keine Gebühr,"1",Without median,Unpaved,{414564F1-833E-4A93-BE9F-C0CEA29E4478},Fussweg,2645638.699700121302158,1191437.262499999953434,2646216.049969310872257,1190937.262499999953434,"391","163750"
"18435",1,Keine Gebühr,"1",Without median,Unpaved,{414564F1-833E-4A93-BE9F-C0CEA29E4478},Fussweg,2646071.712402013596147,1192187.262499999953434,2646649.062671203166246,1191687.262499999953434,"354","164190"
"18435",1,Keine Gebühr,"1",Without median,Unpaved,{414564F1-833E-4A93-BE9F-C0CEA29E4478},Fussweg,2646071.712402013596147,1191687.262499999953434,2646649.062671203166246,1191187.262499999953434,"501","164191"
"18436",1,Keine Gebühr,"1",Without median,Unpaved,{FA6EC164-D556-40D9-911D-E96E1C390382},Fussweg,2646937.737805797718465,1191187.262499999953434,2647515.088074987754226,1190687.262499999953434,"153","165076"
"18436",1,Keine Gebühr,"1",Without median,Unpaved,{FA6EC164-D556-40D9-911D-E96E1C390382},Fussweg,2647370.750507690012455,1191437.262499999953434,2647948.100776879582554,1190937.262499999953434,"110","165518"
"18436",1,Keine Gebühr,"1",Without median,Unpaved,{FA6EC164-D556-40D9-911D-E96E1C390382},Fussweg,2647370.750507690012455,1190937.262499999953434,2647948.100776879582554,1190437.262499999953434,"221","165519"
"18436",1,Keine Gebühr,"1",Without median,Unpaved,{FA6EC164-D556-40D9-911D-E96E1C390382},Fussweg,2647803.763209582306445,1191187.262499999953434,2648381.113478771876544,1190687.262499999953434,"584","165960"
"18439",1,Keine Gebühr,"1",Without median,Unpaved,{6D0F1D2A-DD10-4BB0-9700-65473E8C8B86},Fussweg,2646504.725103905424476,1194937.262499999953434,2647082.075373094994575,1194437.262499999953434,"125","164627"
"18439",1,Keine Gebühr,"1",Without median,Unpaved,{6D0F1D2A-DD10-4BB0-9700-65473E8C8B86},Fussweg,2646504.725103905424476,1194437.262499999953434,2647082.075373094994575,1193937.262499999953434,"166","164628"
"18439",1,Keine Gebühr,"1",Without median,Unpaved,{6D0F1D2A-DD10-4BB0-9700-65473E8C8B86},Fussweg,2646937.737805797718465,1195187.262499999953434,2647515.088074987754226,1194687.262499999953434,"483","165068"
"18439",1,Keine Gebühr,"1",Without median,Unpaved,{6D0F1D2A-DD10-4BB0-9700-65473E8C8B86},Fussweg,2646937.737805797718465,1194687.262499999953434,2647515.088074987754226,1194187.262499999953434,"212","165069"
"18439",1,Keine Gebühr,"1",Without median,Unpaved,{6D0F1D2A-DD10-4BB0-9700-65473E8C8B86},Fussweg,2647370.750507690012455,1195437.262499999953434,2647948.100776879582554,1194937.262499999953434,"520","165510"
"18441",1,Keine Gebühr,"1",Without median,Unpaved,{C48DCB4C-0AEF-4F57-B0EF-14FB69CAB468},Fussweg,2625720.115413079038262,1187937.262499999953434,2626297.465682268608361,1187437.262499999953434,"187","143425"
"18441",1,Keine Gebühr,"1",Without median,Unpaved,{C48DCB4C-0AEF-4F57-B0EF-14FB69CAB468},Fussweg,2626153.128114971332252,1187187.262499999953434,2626730.478384160902351,1186687.262499999953434,"360","143868"
"18448",1,Keine Gebühr,"1",Without median,Unpaved,{7ED5089F-6D0D-4041-86F6-381D603E1F4B},Fussweg,2646504.725103905424476,1182437.262499999953434,2647082.075373094994575,1181937.262499999953434,"392","164652"
"18449",1,Keine Gebühr,"1",Without median,Unpaved,{8F3D3A26-382F-49C3-8EF8-E316251D7B23},Fussweg,2647803.763209582306445,1180687.262499999953434,2648381.113478771876544,1180187.262499999953434,"119","165981"
"18451",1,Keine Gebühr,"1",Without median,Unpaved,{0BADE596-0DBF-40C8-9C07-CD7CA530110F},Fussweg,2646937.737805797718465,1184687.262499999953434,2647515.088074987754226,1184187.262499999953434,"150","165089"
"18451",1,Keine Gebühr,"1",Without median,Unpaved,{0BADE596-0DBF-40C8-9C07-CD7CA530110F},Fussweg,2647370.750507690012455,1184437.262499999953434,2647948.100776879582554,1183937.262499999953434,"527","165532"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2647803.763209582306445,1182187.262499999953434,2648381.113478771876544,1181687.262499999953434,"554","165978"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2648236.775911474600434,1182437.262499999953434,2648814.126180664170533,1181937.262499999953434,"306","166420"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2648236.775911474600434,1181937.262499999953434,2648814.126180664170533,1181437.262499999953434,"274","166421"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2648669.788613366894424,1182187.262499999953434,2649247.138882556464523,1181687.262499999953434,"524","166862"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2649102.801315259188414,1181937.262499999953434,2649680.151584448292851,1181437.262499999953434,"364","167305"
"18452",1,Keine Gebühr,"1",Without median,Unpaved,{C483F5D3-9927-4FF4-BA55-5BF420357779},Fussweg,2649535.814017151016742,1182187.262499999953434,2650113.164286340586841,1181687.262499999953434,"676","167746"
"18453",1,Keine Gebühr,"1",Without median,Unpaved,{85E0F0CB-5167-4B10-B661-0EAF36894848},Fussweg,2647803.763209582306445,1181687.262499999953434,2648381.113478771876544,1181187.262499999953434,"537","165979"
"18453",1,Keine Gebühr,"1",Without median,Unpaved,{85E0F0CB-5167-4B10-B661-0EAF36894848},Fussweg,2648236.775911474600434,1181937.262499999953434,2648814.126180664170533,1181437.262499999953434,"292","166421"
"18453",1,Keine Gebühr,"1",Without median,Unpaved,{85E0F0CB-5167-4B10-B661-0EAF36894848},Fussweg,2648236.775911474600434,1181437.262499999953434,2648814.126180664170533,1180937.262499999953434,"25","166422"
"18453",1,Keine Gebühr,"1",Without median,Unpaved,{85E0F0CB-5167-4B10-B661-0EAF36894848},Fussweg,2648669.788613366894424,1181687.262499999953434,2649247.138882556464523,1181187.262499999953434,"402","166863"
"18454",1,Keine Gebühr,"1",Without median,Unpaved,{0C3EF0FA-4618-4470-8905-D3B7DEC8B259},Fussweg,2648669.788613366894424,1181687.262499999953434,2649247.138882556464523,1181187.262499999953434,"117","166863"
"18454",1,Keine Gebühr,"1",Without median,Unpaved,{0C3EF0FA-4618-4470-8905-D3B7DEC8B259},Fussweg,2649102.801315259188414,1181437.262499999953434,2649680.151584448292851,1180937.262499999953434,"379","167306"
"18454",1,Keine Gebühr,"1",Without median,Unpaved,{0C3EF0FA-4618-4470-8905-D3B7DEC8B259},Fussweg,2649102.801315259188414,1180937.262499999953434,2649680.151584448292851,1180437.262499999953434,"24","167307"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2637844.471066061407328,1183937.262499999953434,2638421.821335250977427,1183437.262499999953434,"564","155809"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2638277.483767953235656,1183687.262499999953434,2638854.834037142805755,1183187.262499999953434,"481","156251"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2638710.496469845529646,1183937.262499999953434,2639287.846739035099745,1183437.262499999953434,"477","156693"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2639143.509171737823635,1184187.262499999953434,2639720.859440927393734,1183687.262499999953434,"288","157134"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2639143.509171737823635,1183687.262499999953434,2639720.859440927393734,1183187.262499999953434,"97","157135"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2639576.521873630117625,1183937.262499999953434,2640153.872142819687724,1183437.262499999953434,"434","157577"
"18455",1,Keine Gebühr,"1",Without median,Unpaved,{598BDC42-AC69-4288-A6C2-ABDA0BC20303},Fussweg,2640009.534575522411615,1184187.262499999953434,2640586.884844711981714,1183687.262499999953434,"401","158018"
"18457",1,Keine Gebühr,"1",Without median,Paved,{0317DAD6-A150-44BD-8C82-0AB1E8A307D8},Fahrstraes,2617492.874077126849443,1182687.262499999953434,2618070.224346316419542,1182187.262499999953434,"503","135037"
"18458",1,Keine Gebühr,"1",Without median,Unpaved,{9FDD71B3-44B0-4B8A-8ADB-867D6996BC28},Fussweg,2638277.483767953235656,1182187.262499999953434,2638854.834037142805755,1181687.262499999953434,"454","156254"
"18458",1,Keine Gebühr,"1",Without median,Unpaved,{9FDD71B3-44B0-4B8A-8ADB-867D6996BC28},Fussweg,2638710.496469845529646,1182937.262499999953434,2639287.846739035099745,1182437.262499999953434,"255","156695"
"18458",1,Keine Gebühr,"1",Without median,Unpaved,{9FDD71B3-44B0-4B8A-8ADB-867D6996BC28},Fussweg,2638710.496469845529646,1182437.262499999953434,2639287.846739035099745,1181937.262499999953434,"528","156696"
"18458",1,Keine Gebühr,"1",Without median,Unpaved,{9FDD71B3-44B0-4B8A-8ADB-867D6996BC28},Fussweg,2639143.509171737823635,1183187.262499999953434,2639720.859440927393734,1182687.262499999953434,"158","157136"
"18458",1,Keine Gebühr,"1",Without median,Unpaved,{9FDD71B3-44B0-4B8A-8ADB-867D6996BC28},Fussweg,2639143.509171737823635,1182687.262499999953434,2639720.859440927393734,1182187.262499999953434,"107","157137"
"18459",1,Keine Gebühr,"1",Without median,Unpaved,{D269BEA2-AA42-49E5-A42C-F59E3E3393CA},Fussweg,2646071.712402013596147,1182187.262499999953434,2646649.062671203166246,1181687.262499999953434,"128","164210"
"18460",1,Keine Gebühr,"1",Without median,Unpaved,{DA6F4255-61C1-43C7-AC71-12760C64E6B3},Fussweg,2646071.712402013596147,1182187.262499999953434,2646649.062671203166246,1181687.262499999953434,"257","164210"
"18461",1,Keine Gebühr,"1",Without median,Unpaved,{18FEC412-6C70-440E-B83C-36BA1EA7A3A2},Fussweg,2645638.699700121302158,1181937.262499999953434,2646216.049969310872257,1181437.262499999953434,"407","163769"
"18461",1,Keine Gebühr,"1",Without median,Unpaved,{18FEC412-6C70-440E-B83C-36BA1EA7A3A2},Fussweg,2646071.712402013596147,1182187.262499999953434,2646649.062671203166246,1181687.262499999953434,"535","164210"
"18461",1,Keine Gebühr,"1",Without median,Unpaved,{18FEC412-6C70-440E-B83C-36BA1EA7A3A2},Fussweg,2646071.712402013596147,1181687.262499999953434,2646649.062671203166246,1181187.262499999953434,"183","164211"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2638710.496469845529646,1186437.262499999953434,2639287.846739035099745,1185937.262499999953434,"207","156688"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2638710.496469845529646,1185437.262499999953434,2639287.846739035099745,1184937.262499999953434,"77","156690"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639143.509171737823635,1187187.262499999953434,2639720.859440927393734,1186687.262499999953434,"471","157128"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639143.509171737823635,1186687.262499999953434,2639720.859440927393734,1186187.262499999953434,"497","157129"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639143.509171737823635,1186187.262499999953434,2639720.859440927393734,1185687.262499999953434,"514","157130"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639143.509171737823635,1185687.262499999953434,2639720.859440927393734,1185187.262499999953434,"484","157131"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639143.509171737823635,1185187.262499999953434,2639720.859440927393734,1184687.262499999953434,"447","157132"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639576.521873630117625,1187937.262499999953434,2640153.872142819687724,1187437.262499999953434,"332","157569"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639576.521873630117625,1187437.262499999953434,2640153.872142819687724,1186937.262499999953434,"488","157570"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2639576.521873630117625,1185437.262499999953434,2640153.872142819687724,1184937.262499999953434,"510","157574"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2640009.534575522411615,1189187.262499999953434,2640586.884844711981714,1188687.262499999953434,"601","158008"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2640009.534575522411615,1188187.262499999953434,2640586.884844711981714,1187687.262499999953434,"627","158010"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2640009.534575522411615,1185687.262499999953434,2640586.884844711981714,1185187.262499999953434,"556","158015"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2640442.547277414705604,1185937.262499999953434,2641019.897546603810042,1185437.262499999953434,"581","158457"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2640875.559979306533933,1186187.262499999953434,2641452.910248496104032,1185687.262499999953434,"540","158898"
"18462",1,Keine Gebühr,"1",Without median,Unpaved,{72B46063-2D76-4E00-AD51-6F2073E87D6D},Fussweg,2641308.572681198827922,1186437.262499999953434,2641885.922950388398021,1185937.262499999953434,"121","159340"
"18464",1,Keine Gebühr,"1",Without median,Unpaved,{E39CCB0B-4326-4B38-A8A1-14967B602BD5},Fussweg,2640875.559979306533933,1181687.262499999953434,2641452.910248496104032,1181187.262499999953434,"165","158907"
"18464",1,Keine Gebühr,"1",Without median,Unpaved,{E39CCB0B-4326-4B38-A8A1-14967B602BD5},Fussweg,2641308.572681198827922,1181937.262499999953434,2641885.922950388398021,1181437.262499999953434,"325","159349"
"18594",1,Keine Gebühr,"1",Without median,Unpaved,{91C6D728-2F70-4CCA-9F0B-D31835BE5CBB},Fussweg,2539983.600438419729471,1191437.262499999953434,2540560.950707609299570,1190937.262499999953434,"568","55902"
"18594",1,Keine Gebühr,"1",Without median,Unpaved,{91C6D728-2F70-4CCA-9F0B-D31835BE5CBB},Fussweg,2540416.613140312023461,1191687.262499999953434,2540993.963409502059221,1191187.262499999953434,"353","56343"
"18595",1,Keine Gebühr,"1",Without median,Unpaved,{B0A73838-F8B0-4C70-8C44-F020F87CDBC6},Fussweg,2539983.600438419729471,1191937.262499999953434,2540560.950707609299570,1191437.262499999953434,"509","55901"
"18595",1,Keine Gebühr,"1",Without median,Unpaved,{B0A73838-F8B0-4C70-8C44-F020F87CDBC6},Fussweg,2540416.613140312023461,1191687.262499999953434,2540993.963409502059221,1191187.262499999953434,"286","56343"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2540416.613140312023461,1191687.262499999953434,2540993.963409502059221,1191187.262499999953434,"179","56343"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2540849.625842204317451,1191937.262499999953434,2541426.976111393887550,1191437.262499999953434,"419","56785"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2541282.638544096145779,1191687.262499999953434,2541859.988813285715878,1191187.262499999953434,"522","57227"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2541715.651245988439769,1191437.262499999953434,2542293.001515178009868,1190937.262499999953434,"440","57670"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2542148.663947880733758,1192187.262499999953434,2542726.014217069838196,1191687.262499999953434,"38","58110"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2542148.663947880733758,1191687.262499999953434,2542726.014217069838196,1191187.262499999953434,"495","58111"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2542581.676649773493409,1191937.262499999953434,2543159.026918962597847,1191437.262499999953434,"503","58553"
"18596",1,Keine Gebühr,"1",Without median,Unpaved,{E61D0756-8F92-4984-8CCE-06C6D2BB501A},Fussweg,2543014.689351665321738,1192187.262499999953434,2543592.039620854891837,1191687.262499999953434,"34","58994"
"18604",1,Keine Gebühr,"1",Without median,Unpaved,{25EEA1E4-E008-4A44-BF1A-F88FD2BD07A7},Fussweg,2544746.740159234032035,1195687.262499999953434,2545324.090428423602134,1195187.262499999953434,"672","60755"
"18604",1,Keine Gebühr,"1",Without median,Unpaved,{25EEA1E4-E008-4A44-BF1A-F88FD2BD07A7},Fussweg,2545179.752861126326025,1195937.262499999953434,2545757.103130315896124,1195437.262499999953434,"246","61197"
"18608",1,Keine Gebühr,"1",Without median,Unpaved,{E074587A-14AA-4A64-808F-909E4D7B8478},Fussweg,2544746.740159234032035,1199187.262499999953434,2545324.090428423602134,1198687.262499999953434,"245","60748"
"18608",1,Keine Gebühr,"1",Without median,Unpaved,{E074587A-14AA-4A64-808F-909E4D7B8478},Fussweg,2545179.752861126326025,1199437.262499999953434,2545757.103130315896124,1198937.262499999953434,"144","61190"
"18609",1,Keine Gebühr,"1",Without median,Unpaved,{D160E66E-58EF-446A-8A8A-38F1B239FA66},Fussweg,2546911.803668695036322,1199437.262499999953434,2547489.153937885072082,1198937.262499999953434,"442","62958"
"18609",1,Keine Gebühr,"1",Without median,Unpaved,{D160E66E-58EF-446A-8A8A-38F1B239FA66},Fussweg,2547344.816370587330312,1199187.262499999953434,2547922.166639776900411,1198687.262499999953434,"527","63400"
"18609",1,Keine Gebühr,"1",Without median,Unpaved,{D160E66E-58EF-446A-8A8A-38F1B239FA66},Fussweg,2547777.829072479624301,1198937.262499999953434,2548355.179341669194400,1198437.262499999953434,"109","63843"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2547777.829072479624301,1198937.262499999953434,2548355.179341669194400,1198437.262499999953434,"450","63843"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2548210.841774371918291,1199187.262499999953434,2548788.192043561488390,1198687.262499999953434,"527","64284"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2548210.841774371918291,1198687.262499999953434,2548788.192043561488390,1198187.262499999953434,"71","64285"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2548643.854476264212281,1199437.262499999953434,2549221.204745453782380,1198937.262499999953434,"517","64726"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2549076.867178156040609,1199687.262499999953434,2549654.217447345610708,1199187.262499999953434,"552","65167"
"18610",1,Keine Gebühr,"1",Without median,Unpaved,{C6D76673-B52C-4910-8EC1-7511BF49E386},Fussweg,2549509.879880048334599,1199437.262499999953434,2550087.230149237904698,1198937.262499999953434,"345","65610"
"18642",1,Keine Gebühr,"1",Without median,Unpaved,{5A6A9533-8F2B-4A06-8A8D-FE5DE3BFBB4F},Fussweg,2649102.801315259188414,1175437.262499999953434,2649680.151584448292851,1174937.262499999953434,"507","167318"
"18642",1,Keine Gebühr,"1",Without median,Unpaved,{5A6A9533-8F2B-4A06-8A8D-FE5DE3BFBB4F},Fussweg,2649535.814017151016742,1175687.262499999953434,2650113.164286340586841,1175187.262499999953434,"504","167759"
"18642",1,Keine Gebühr,"1",Without median,Unpaved,{5A6A9533-8F2B-4A06-8A8D-FE5DE3BFBB4F},Fussweg,2649968.826719043310732,1175437.262499999953434,2650546.176988232880831,1174937.262499999953434,"376","168202"
"18642",1,Keine Gebühr,"1",Without median,Unpaved,{5A6A9533-8F2B-4A06-8A8D-FE5DE3BFBB4F},Fussweg,2650401.839420935604721,1175687.262499999953434,2650979.189690125174820,1175187.262499999953434,"158","168643"
"18656",1,Keine Gebühr,"1",Without median,Unpaved,{4B05ACC1-3896-45CE-94CC-45D1CE752392},Fussweg,2650834.852122827898711,1171437.262499999953434,2651412.202392017468810,1170937.262499999953434,"231","169094"
"18656",1,Keine Gebühr,"1",Without median,Unpaved,{4B05ACC1-3896-45CE-94CC-45D1CE752392},Fussweg,2650834.852122827898711,1170937.262499999953434,2651412.202392017468810,1170437.262499999953434,"191","169095"
"18656",1,Keine Gebühr,"1",Without median,Unpaved,{4B05ACC1-3896-45CE-94CC-45D1CE752392},Fussweg,2651267.864824720192701,1171187.262499999953434,2651845.215093909762800,1170687.262499999953434,"406","169536"
"18656",1,Keine Gebühr,"1",Without median,Unpaved,{4B05ACC1-3896-45CE-94CC-45D1CE752392},Fussweg,2651700.877526612021029,1170937.262499999953434,2652278.227795801591128,1170437.262499999953434,"415","169979"
